area;ciudad;conglomerado;panelm;vivienda;hogar;p01;p02;p03;p04;p05a;p05b;p06;p07;p08;p08a;p08b;p09;p10a;p10b;p11;p12a;p12b;p15;p15aa;p15ab;cod_inf;p20;p21;p22;p23;p231;p232;p233;p24;p25;p251;p26;p27;p28;p29;p30;p31;p32;p33;p34;p341;p35;p351;p36;p37;p38;p381;p39;p40;p41;p42;p42a;p43;p44a;p44b;p44c;p44d;p44e;p44f;p44g;p44h;p44i;p44j;p44k;p45;p46;p47a;p47b;p48;p49;p50;p51a;p51b;p51c;p52;p53;p54;p54a;p55;p56a;p56b;p57;p58;p59;p60a;p60b;p60c;p60d;p60e;p60f;p60g;p60h;p60i;p60j;p60k;p61b1;p61c1;p61c2;p61c3;p63;p64a;p64b;p65;p66;p67;p68a;p68b;p69;p70a;p70b;p71a;p71b;p72a;p72b;p73a;p73b;p74a;p74b;p75;p76;p77;p78;p79;p80;p81;p82;sd01;sd021;sd022;sd023;sd024;sd025;sd026;sd027;sd028;sd029;sd0210;sd0211;sd03;ced01a;ingrl;fexp;condact;secemp;empleo;desempleo;grupo1;rama1;ingpc;pobreza;epobreza;nnivins;estrato;upm;id_vivienda;id_hogar;id_persona;periodo
1;200350;000049;005;05;1;03;1;25;3;10;10;6;1;6;1;1; ;9;3; ;2; ;2;1; ;3;1; ; ; ; ; ; ;7;3;2; ;2;1;4;4;4; ; ; ; ; ; ; ; ; ; ; ;7420;3431;6;2; ; ; ; ; ; ; ; ; ; ; ; ;2;8;1;1;3;2;1;7; ; ; ; ; ; ; ; ; ; ; ;1; ; ; ; ; ; ; ; ; ; ; ;5;1;3;1;500;2; ;30; ; ; ; ; ; ; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;470;111,256655255632;2;2;1; ;3;13;703;0;0;5;2011;200350000049;20035000004900505;200350000049005051;20035000004900505103;202012
1;200350;000049;005;05;1;04;2;22;3;10;10;6;1;6;1;1; ;9;2; ;2; ;6;1; ;1;2;12;1;7;1;2;1;8;3;1; ;1;1;12;7; ; ; ; ; ; ; ; ; ; ; ; ;7990;5113;6;2; ; ; ; ; ; ; ; ; ; ; ; ;4;8;1;1;1;1;1;40; ; ; ; ; ; ; ; ; ; ; ;1; ; ; ; ; ; ; ; ; ; ; ;5;1;3;1;90;2; ;0; ; ; ; ; ; ; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;90;111,256655255632;3;1;1; ;5;14;703;0;0;5;2011;200350000049;20035000004900505;200350000049005051;20035000004900505104;202012
1;200350;000049;005;05;1;05;1;30;9;1;10;6;2; ; ; ;3;6;6; ; ; ;6;2;130550;1;1; ; ; ; ; ; ;12;3;1; ;1;1;24;7; ; ; ; ; ; ; ; ; ; ; ; ;7912;8350;2; ;3;2;2;2;1;2;1;2;2;2;1;1;4;3;1;3;2;1;1;36; ; ; ; ; ; ; ; ; ; ; ;1; ; ; ; ; ; ; ; ; ; ; ;1;3;3;1; ; ; ; ;700;70;1;450; ; ; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;1220;111,256655255632;2;1;1; ;8;14;703;0;0;4;2011;200350000049;20035000004900505;200350000049005051;20035000004900505105;202012
1;200350;000049;005;06;1;01;1;60;1;10;10;6;2; ; ; ;1;4;6;1; ; ;6;2;180450;1;1; ; ; ; ; ; ;32;3;1; ;2;1;8;1;4; ; ; ; ; ; ; ; ; ; ; ;8129;9112;6;2; ; ; ; ; ; ; ; ; ; ; ; ;2;8;1;1;3;1;1;24; ; ; ; ; ; ; ; ; ; ; ;1; ; ; ; ; ; ; ; ; ; ; ;5;3;3;3;400;2; ;0; ; ; ; ; ; ; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;400;111,256655255632;2;1;1; ;9;14;400;0;0;3;2011;200350000049;20035000004900506;200350000049005061;20035000004900506101;202012
1;200350;000049;005;07;1;01;1;47;1;1;10;5;2; ; ; ;10;8;3; ;1;20410308;6;2;130650;1;1; ; ; ; ; ; ;60; ; ;2;4; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;6110;7422;1; ;1;2;2;2;1;1;1;2;1;1;1;1;23;1;2; ; ; ;1;40; ; ; ; ; ; ; ; ; ; ; ;1; ; ; ; ; ; ; ; ; ; ; ;1;1;3;1; ; ; ; ;1200;600;1;11; ; ; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;1811;111,256655255632;1;1;1; ;7;10;362,2;0;0;5;2011;200350000049;20035000004900507;200350000049005071;20035000004900507101;202012
1;200350;000049;005;07;1;02;2;40;2;10;10;5;2; ; ; ;8;6;6; ; ; ;6;2;110150;2;2;12;2; ; ; ; ; ; ; ; ; ; ; ; ; ;11; ;9; ; ;2;4; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;5;2;3;1; ; ; ; ; ; ; ; ; ; ; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ;111,256655255632;9; ; ; ; ; ;362,2;0;0;4;2011;200350000049;20035000004900507;200350000049005071;20035000004900507102;202012
1;200350;000049;005;07;1;03;1;18;3;10;10;6;2; ; ; ;17;7;3; ; ; ;6;1; ;2;2;12;2; ; ; ; ; ; ; ; ; ; ; ; ; ;11; ;7;1;1; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;5;1;3;1; ; ; ; ; ; ; ; ; ; ; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2;2;2;2;1;2;2;2;2;2;2;2;9;1; ;111,256655255632;8; ; ;1; ; ;362,2;0;0;4;2011;200350000049;20035000004900507;200350000049005071;20035000004900507103;202012
1;200350;000049;005;07;1;04;1;16;3;1;10;6;1;1;1;1; ;7;1; ; ; ;6;1; ;2;2;12;2; ; ; ; ; ; ; ; ; ; ; ; ; ;11; ;9; ; ;2;3; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;5;2;3;1; ; ; ; ; ; ; ; ; ; ; ;2; ;2; ;1;999999;2; ;2; ;2; ;2; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ;111,256655255632;9; ; ; ; ; ;362,2;0;0;4;2011;200350000049;20035000004900507;200350000049005071;20035000004900507104;202012
1;200350;000049;005;07;1;05;1;9;3;1;10; ;1;1;1;1; ;5;3;1; ; ;6;1; ;2;2;12;2; ; ; ; ; ; ; ; ; ; ; ; ; ;11; ;12; ; ;2;3; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2;1;3; ; ; ; ; ; ; ; ; ; ; ;2; ;2; ;1;999999;2; ;2; ;2; ;2; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ;111,256655255632;0; ; ; ; ; ;362,2;0;0;3;2011;200350000049;20035000004900507;200350000049005071;20035000004900507105;202012
1;200350;000049;005;07;2;01;1;45;1;1;10;1;2; ; ; ;2;8;3; ;1;20710303;6;2;90150;2;1; ; ; ; ; ; ;40; ; ;1;1;1;16;7; ; ; ; ; ; ; ; ; ; ; ; ;3510;3113;1; ;1;2;2;2;1;2;1;2;2;1;1;1;11;1;2; ; ; ;1;40; ; ; ; ; ; ; ; ; ; ; ;1; ; ; ; ; ; ; ; ; ; ; ;1;2;3;1; ; ; ; ;1100;200;1;10; ; ; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;1310;111,256655255632;1;1;1; ;3;4;428;0;0;5;2011;200350000049;20035000004900507;200350000049005072;20035000004900507201;202012
1;200350;000049;005;07;2;02;2;50;2;10;10;1;2; ; ; ;3;8;2; ;1;10710301;6;2;90150;2;1; ; ; ; ; ; ;1;3;1; ;1;1;39;7; ; ; ; ; ; ; ; ; ; ; ; ;4321;3113;6;2; ; ; ; ; ; ; ; ; ; ; ; ;3;8;1;1;3;2;1;2; ; ; ; ; ; ; ; ; ; ; ;1; ; ; ; ; ; ; ; ; ; ; ;5;3;3;1;0;2; ;0; ; ; ; ; ; ; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;0;111,256655255632;2;2;1; ;3;6;428;0;0;5;2011;200350000049;20035000004900507;200350000049005072;20035000004900507202;202012
1;200350;000049;005;07;2;03;2;17;3;1;10;6;1;1;1;1; ;5;10;1; ; ;6;2;90150;2;2;12;2; ; ; ; ; ; ; ; ; ; ; ; ; ;11; ;12; ; ;2;3; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;5;2;3;1; ; ; ; ; ; ; ; ; ; ; ;2; ;2; ;1;2;2; ;2; ;2; ;2; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ;111,256655255632;9; ; ; ; ; ;428;0;0;3;2011;200350000049;20035000004900507;200350000049005072;20035000004900507203;202012
1;200350;000049;005;07;2;04;1;26;3;10;10;3;2; ; ; ;3;6;6; ; ; ;6;2;90150;2;1; ; ; ; ; ; ;30;1;1; ;1;1;10;1;4; ; ; ; ; ; ; ; ; ; ; ;5011;9333;2; ;3;2;2;2;2;2;2;2;2;2;2;2;2;1;1;8;1;1;1;40; ; ; ; ; ; ; ; ; ; ; ;1; ; ; ; ; ; ; ; ; ; ; ;5;3;3;1; ; ; ; ;400;0;2; ; ; ; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;400;111,256655255632;2;1;1; ;9;8;428;0;0;4;2011;200350000049;20035000004900507;200350000049005072;20035000004900507204;202012
2;200150;000074;009;01;1;01;1;73;1;1;10;1;2; ; ; ;1;9;6; ;1;31010402;7;2;30160;1;1; ; ; ; ; ; ;40; ; ;1;4; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;4530;5221;6;2; ; ; ; ; ; ; ; ; ; ; ; ;30;6;1;1;2;1;1;40; ; ; ; ; ; ; ; ; ; ; ;2;1;2;2;2;2;2;2;2;2;1;2;5;1;3;1;0;2; ;95; ; ; ; ; ; ; ;1;1200;1;1050;2; ;2; ;2; ;2; ;2; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;-1;153,176174930542;4;1;1; ;5;7;321,428571428571;0;0;5;2022;200150000074;20015000007400901;200150000074009011;20015000007400901101;202012
2;200150;000074;009;01;1;02;2;71;2;1;10;1;2; ; ; ;1;9;6; ;1;30110301;7;1; ;2;2;12;2; ; ; ; ; ; ; ; ; ; ; ; ; ;11; ;12; ; ;2;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;5;1;3;1; ; ; ; ; ; ; ; ; ; ; ;2; ;1;999999;2; ;2; ;2; ;2; ;2; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ;153,176174930542;9; ; ; ; ; ;321,428571428571;0;0;5;2022;200150000074;20015000007400901;200150000074009011;20015000007400901102;202012
2;200150;000074;009;01;1;03;1;49;3;1;10;5;2; ; ; ;5;9;2; ;2; ;7;2;10150;1;2;12;1;6;1;2;3;40; ; ;1;4; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;4921;8331;2; ;2;2;2;2;1;2;1;2;2;2;1;1;20;3;1;2;1;1;1;40; ; ; ; ; ; ; ; ; ; ; ;1; ; ; ; ; ; ; ; ; ; ; ;1;1;3;1; ; ; ; ;0;0;2; ; ; ; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;0;153,176174930542;4;1;1; ;8;8;321,428571428571;0;0;5;2022;200150000074;20015000007400901;200150000074009011;20015000007400901103;202012
2;200150;000074;009;01;1;04;2;32;4;1;10;5;2; ; ; ;2;9;6; ;1;31020301;7;1; ;1;1; ; ; ; ; ; ;40; ; ;1;4; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;9103;5113;1; ;1;2;2;2;1;1;1;2;2;2;1;1;12;1;2; ; ; ;1;40; ; ; ; ; ; ; ; ; ; ; ;1; ; ; ; ; ; ; ; ; ; ; ;1;1;3;1; ; ; ; ;999999;999999;1;15; ; ; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;999999;153,176174930542;6;1;1; ;5;18;321,428571428571;0;0;5;2022;200150000074;20015000007400901;200150000074009011;20015000007400901104;202012
2;200150;000074;009;01;1;05;1;23;5;10;10;6;2; ; ; ;17;9;4; ;2; ;7;1; ;5;2;12;2; ; ; ; ; ; ; ; ; ; ; ; ; ;2;3; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;5;1;3;1; ; ; ; ; ; ; ; ; ; ; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2;2;1;1;2;2;2;2;2;2;2;2;8;1; ;153,176174930542;7; ; ;1; ; ;321,428571428571;0;0;5;2022;200150000074;20015000007400901;200150000074009011;20015000007400901105;202012
2;200150;000074;009;01;1;06;1;20;5;10;10;6;2; ; ; ;17;7;3; ; ; ;7;1; ;6;2;12;2; ; ; ; ; ; ; ; ; ; ; ; ; ;2;2; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;5;1;3;3; ; ; ; ; ; ; ; ; ; ; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2;2;1;1;2;2;2;2;2;2;2;2;8;1; ;153,176174930542;7; ; ;1; ; ;321,428571428571;0;0;4;2022;200150000074;20015000007400901;200150000074009011;20015000007400901106;202012
2;200150;000074;009;01;1;07;2;14;5;1;10;6;1;1;2;1; ;5;9;1; ; ;7;1; ;1;2;12;2; ; ; ; ; ; ; ; ; ; ; ; ; ;11; ;9; ; ;2;3; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;3;3; ; ; ; ; ; ; ; ; ; ; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ;153,176174930542;0; ; ; ; ; ;321,428571428571;0;0;3;2022;200150000074;20015000007400901;200150000074009011;20015000007400901107;202012
2;200150;000074;009;03;1;01;2;54;1;10;10;3;2; ; ; ;1;4;6;1; ; ;1;2;180153;1;1; ; ; ; ; ; ;22;6;2; ;4; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;4799;5243;6;2; ; ; ; ; ; ; ; ; ; ; ; ;2;8;1;1;2;1;1;22; ; ; ; ; ; ; ; ; ; ; ;1; ; ; ; ; ; ; ; ; ; ; ;5;2;3;2;650;1;90;500; ; ; ; ; ; ; ;1;300;2; ;2; ;2; ;2; ;2; ;2; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;240;153,176174930542;4;1;1; ;5;7;858,75;0;0;3;2022;200150000074;20015000007400903;200150000074009031;20015000007400903101;202012
2;200150;000074;009;03;1;02;1;30;3;1;10;6;2; ; ; ;5;4;6;1; ; ;1;1; ;2;1; ; ; ; ; ; ;48; ; ;2;4; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;8549;5165;2; ;2;2;2;2;1;1;1;2;2;2;1;1;3;1;1;4;1;1;1;40; ; ; ; ; ; ; ; ; ; ; ;1; ; ; ; ; ; ; ; ; ; ; ;1;2;3;1; ; ; ; ;800;80;1;15; ; ; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;895;153,176174930542;1;1;1; ;5;16;858,75;0;0;3;2022;200150000074;20015000007400903;200150000074009031;20015000007400903102;202012
2;200150;000074;009;03;1;03;2;28;3;1;10;6;2; ; ; ;5;9;5; ;1;30910301;1;1; ;1;1; ; ; ; ; ; ;40; ; ;1;4; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;8610;2221;1; ;1;2;2;2;1;1;1;2;2;2;1;1;1;1;2; ; ; ;1;40; ; ; ; ; ; ; ; ; ; ; ;1; ; ; ; ; ; ; ; ; ; ; ;1;2;3;1; ; ; ; ;1800;190;1;10; ; ; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;2000;153,176174930542;1;1;1; ;2;17;858,75;0;0;5;2022;200150000074;20015000007400903;200150000074009031;20015000007400903103;202012
2;200150;000074;009;03;1;04;1;10;5;1;4; ;1;1;2;2; ;5;5;1; ; ;1;1; ;1;2;12;2; ; ; ; ; ; ; ; ; ; ; ; ; ;11; ;12; ; ;2;3; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2;3;2; ; ; ; ; ; ; ; ; ; ; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ;153,176174930542;0; ; ; ; ; ;858,75;0;0;3;2022;200150000074;20015000007400903;200150000074009031;20015000007400903104;202012
2;200150;000074;009;05;1;01;1;77;1;1;10;3;2; ; ; ;1;4;6;1; ; ;2;1; ;1;1; ; ; ; ; ; ;66; ; ;1;4; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;4922;8322;6;2; ; ; ; ; ; ; ; ; ; ; ; ;39;3;1;1;2;1;2;60;6;0;111;9211;7; ;10;1;6;3;2;1; ; ; ; ; ; ; ; ; ; ; ;5;3;3;1;600;2; ;450; ; ; ; ; ; ; ;2; ;1;450;1;240;2; ;2; ;2; ;2; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;150;153,176174930542;4;1;1; ;8;8;840;0;0;3;2022;200150000074;20015000007400905;200150000074009051;20015000007400905101;202012
2;200150;000074;009;06;1;01;1;53;1;10;10;5;2; ; ; ;3;6;4; ; ; ;6;2;90150;1;2;12;2; ; ; ; ; ; ; ; ; ; ; ; ; ;2;10; ; ; ; ; ;1;9;1;33;8411;9313;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;5;3;3;3; ; ; ; ; ; ; ; ; ; ; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2;2;1;1;1;2;2;2;2;2;2;2;9;1; ;153,176174930542;7; ; ;1; ; ;145;0;0;4;2022;200150000074;20015000007400906;200150000074009061;20015000007400906101;202012
2;200150;000074;009;06;1;02;2;56;2;10;10;5;2; ; ; ;3;9;1; ;2; ;7;1; ;2;2;12;2; ; ; ; ; ; ; ; ; ; ; ; ; ;2;3; ; ; ; ; ;1;5;2;108;8411;4225;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;5;3;3;3; ; ; ; ; ; ; ; ; ; ; ;2; ;2; ;1;290;2; ;2; ;2; ;2; ;2; ;2;2;1;1;1;2;2;2;2;2;2;2;2;1; ;153,176174930542;7; ; ;1; ; ;145;0;0;5;2022;200150000074;20015000007400906;200150000074009061;20015000007400906102;202012
2;200150;000074;009;07;1;01;1;69;1;1;10;1;2; ; ; ;1;4;6;1; ; ;6;1; ;1;1; ; ; ; ; ; ;16;6;2; ;1;1;24;7; ; ; ; ; ; ; ; ; ; ; ; ;4922;8322;6;2; ; ; ; ; ; ; ; ; ; ; ; ;35;3;1;1;2;1;1;24; ; ; ; ; ; ; ; ; ; ; ;3;1;2;1;2;2;2;2;2;2;1;2;5;3;3;1;320;2; ;200; ; ; ; ; ; ; ;2; ;1;450;2; ;2; ;2; ;2; ;2; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;120;153,176174930542;2;1;1; ;8;8;142,5;0;0;3;2022;200150000074;20015000007400907;200150000074009071;20015000007400907101;202012
2;200150;000074;009;07;1;02;2;70;2;10;10;1;2; ; ; ;1;4;6;1; ; ;6;1; ;2;2;12;2; ; ; ; ; ; ; ; ; ; ; ; ; ;11; ;9; ; ;2;4; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;5;3;3;3; ; ; ; ; ; ; ; ; ; ; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ;153,176174930542;9; ; ; ; ; ;142,5;0;0;3;2022;200150000074;20015000007400907;200150000074009071;20015000007400907102;202012
2;200150;000074;009;07;1;03;2;38;3;10;10;6;2; ; ; ;3;6;6; ; ; ;7;2;90150;3;2;12;2; ; ; ; ; ; ; ; ; ; ; ; ; ;11; ;7;1;1; ; ;1;9;1;32;5510;4224;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;5;3;3;2; ; ; ; ; ; ; ; ; ; ; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2;2;1;1;1;2;2;2;2;2;2;2;9;1; ;153,176174930542;8; ; ;1; ; ;142,5;0;0;4;2022;200150000074;20015000007400907;200150000074009071;20015000007400907103;202012
2;200150;000074;009;07;1;04;1;15;5;10;10;6;1;1;2;2; ;5;10;1; ; ;7;2;170150;3;2;12;2; ; ; ; ; ; ; ; ; ; ; ; ; ;11; ;12; ; ;2;3; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;5;3;3;2; ; ; ; ; ; ; ; ; ; ; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ;153,176174930542;9; ; ; ; ; ;142,5;0;0;3;2022;200150000074;20015000007400907;200150000074009071;20015000007400907104;202012
1;200350;000086;009;03;1;01;1;57;1;10;10;4;2; ; ; ;11;4;2;1; ; ;4;2;80150;2;1; ; ; ; ; ; ;16;3;1; ;1;1;28;7; ; ; ; ; ; ; ; ; ; ; ; ;4100;7112;4; ;6;2;2;2;2;2;2;2;2;2;2;2;15;2;1;2;3;2;1;44; ; ; ; ; ; ; ; ; ; ; ;1; ; ; ; ; ; ; ; ; ; ; ;5;3;3;1; ; ; ; ;250;0;2; ; ; ; ;2; ;2; ;1;30;2; ;2; ;2; ;2; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;250;84,7234567343048;2;2;1; ;7;6;288,333333333333;0;0;3;2011;200350000086;20035000008600903;200350000086009031;20035000008600903101;202012
1;200350;000086;009;03;1;02;1;44;7;10;10;2;2; ; ; ;3;4;1;1; ; ;4;2;80150;2;2;12;1;7;1;1;1;16;3;1; ;1;1;34;1;1; ; ; ; ; ; ; ; ; ; ; ;5011;8350;2; ;3;2;2;2;2;2;2;2;2;2;2;2;0;3;1;3;2;1;1;16; ; ; ; ; ; ; ; ; ; ; ;4;1;2;2;2;1;2;2;2;2;1;2;5;3;3;1; ; ; ; ;60;0;2; ; ; ; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;60;84,7234567343048;2;1;1; ;8;8;288,333333333333;0;0;3;2011;200350000086;20035000008600903;200350000086009031;20035000008600903102;202012
1;200350;000086;009;03;1;03;1;33;7;10;10;2;2; ; ; ;3;6;6; ; ; ;4;2;80150;2;2;12;1;7;1;1;1;48; ; ;1;4; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;5011;5419;2; ;3;2;2;2;2;2;2;2;2;2;2;2;0;1;1;8;1;1;1;48; ; ; ; ; ; ; ; ; ; ; ;4;1;2;2;2;1;2;2;2;2;1;2;5;3;3;1; ; ; ; ;525;0;2; ; ; ; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;525;84,7234567343048;1;1;1; ;5;8;288,333333333333;0;0;4;2011;200350000086;20035000008600903;200350000086009031;20035000008600903103;202012
1;200350;000086;009;07;1;01;1;50;1;1;10;1;2; ; ; ;11;4;6;1; ; ;1;2;180758;1;1; ; ; ; ; ; ;40; ; ;1;4; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2511;7222;2; ;2;2;2;2;1;2;1;2;2;2;1;1;7;1;1;4;1;1;1;40; ; ; ; ; ; ; ; ; ; ; ;2;1;2;1;2;1;1;2;1;1;1;1;1;3;3;1; ; ; ; ;200;660;2; ; ; ; ;1;350;2; ;2; ;2; ;2; ;2; ;2; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;860;84,7234567343048;1;1;1; ;7;3;605;0;0;3;2011;200350000086;20035000008600907;200350000086009071;20035000008600907101;202012
1;200350;000086;009;07;1;02;2;55;2;10;10;1;2; ; ; ;11;4;3;1; ; ;1;2;180758;1;2;12;2; ; ; ; ; ; ; ; ; ; ; ; ; ;11; ;11; ; ;2;5; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;5;3;3;3; ; ; ; ; ; ; ; ; ; ; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ;84,7234567343048;9; ; ; ; ; ;605;0;0;3;2011;200350000086;20035000008600907;200350000086009071;20035000008600907102;202012
1;200350;000086;009;08;1;01;1;42;1;10;10;3;2; ; ; ;11;4;6;1; ; ;1;2;180758;1;1; ; ; ; ; ; ;12;3;1; ;1;1;18;1;1; ; ; ; ; ; ; ; ; ; ; ;4100;9313;4; ;6;2;2;2;2;2;2;2;2;2;2;2;15;2;1;4;3;2;1;30; ; ; ; ; ; ; ; ; ; ; ;1; ; ; ; ; ; ; ; ; ; ; ;5;3;3;1; ; ; ; ;100;0;2; ; ; ; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;100;84,7234567343048;2;2;1; ;9;6;100;0;0;3;2011;200350000086;20035000008600908;200350000086009081;20035000008600908101;202012
