area;ciudad;conglomerado;panelm;vivienda;hogar;p01;p02;p03;p04;p05a;p05b;p06;p07;p08;p08a;p08b;p09;p10a;p10b;p11;p12a;p12b;p15;p15aa;p15ab;cod_inf;p20;p21;p22;p23;p231;p232;p233;p24;p25;p251;p26;p27;p28;p29;p30;p31;p32;p33;p34;p341;p35;p351;p36;p37;p38;p381;p39;p40;p41;p42;p42a;p43;p44a;p44b;p44c;p44d;p44e;p44f;p44g;p44h;p44i;p44j;p44k;p45;p46;p47a;p47b;p48;p49;p50;p51a;p51b;p51c;p52;p53;p54;p54a;p55;p56a;p56b;p57;p58;p59;p60a;p60b;p60c;p60d;p60e;p60f;p60g;p60h;p60i;p60j;p60k;p61b1;p61c1;p61c2;p61c3;p63;p64a;p64b;p65;p66;p67;p68a;p68b;p69;p70a;p70b;p71a;p71b;p72a;p72b;p73a;p73b;p74a;p74b;p75;p76;p77;p78;p79;p80;p81;p82;sd01;sd021;sd022;sd023;sd024;sd025;sd026;sd027;sd028;sd029;sd0210;sd0211;sd03;ced01a;ingrl;fexp;condact;secemp;empleo;desempleo;grupo1;rama1;ingpc;pobreza;epobreza;nnivins;estrato;upm;id_vivienda;id_hogar;id_persona;periodo
1;70150;051902;005;06;1;03;1;39;3;10;10;6;2; ; ; ;1;6;6; ; ; ;6;1; ;1;1; ; ; ; ; ; ;40; ; ;1;4; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;6110;7411;2; ;3;2;2;2;2;1;2;2;2;1;2;2;10;3;1;10;4;3;1;40; ; ; ; ; ; ; ; ; ; ; ;1; ; ; ; ; ; ; ; ; ; ; ;5;3;3;1; ; ; ; ;400;0;2; ; ; ; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;400;126,2163895718;1;4;1; ;7;10;133,333333333333;0;0;4;2812;070150051902;07015005190200506;070150051902005061;07015005190200506103;202012
1;70150;051902;005;07;1;01;2;35;1;1;10;5;2; ; ; ;5;6;6; ; ; ;6;3;862;2;1; ; ; ; ; ; ;40; ; ;1;4; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;4922;4223;2; ;2;2;2;1;1;2;1;2;2;2;1;1;12;1;1;6;1;1;1;40; ; ; ; ; ; ; ; ; ; ; ;1; ; ; ; ; ; ; ; ; ; ; ;1;2;3;1; ; ; ; ;396;38;2; ; ; ; ;2; ;2; ;1;200;2; ;2; ;2; ;2; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;434;126,2163895718;1;1;1; ;4;8;145,666666666667;0;0;4;2812;070150051902;07015005190200507;070150051902005071;07015005190200507101;202012
1;70150;051902;005;07;1;02;1;44;2;10;10;5;2; ; ; ;5;4;2;1; ; ;3;2;80450;2;1; ; ; ; ; ; ;60; ; ;3;3;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ;4799;9520;6;2; ; ; ; ; ; ; ; ; ; ; ; ;0;3;1;1;4;1;1;60; ; ; ; ; ; ; ; ; ; ; ;4;1;1;1;1;1;2;2;2;1;1;1;5;3;3;3;240;2; ;0; ; ; ; ; ; ; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;240;126,2163895718;4;1;1; ;9;7;145,666666666667;0;0;3;2812;070150051902;07015005190200507;070150051902005071;07015005190200507102;202012
1;70150;051902;005;07;1;03;2;18;3;10;10;6;1;2;1;1; ;7;3; ; ; ;6;1; ;2;2;12;2; ; ; ; ; ; ; ; ; ; ; ; ; ;11; ;9; ; ;2;3; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;5;3;3;3; ; ; ; ; ; ; ; ; ; ; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ;126,2163895718;9; ; ; ; ; ;145,666666666667;0;0;4;2812;070150051902;07015005190200507;070150051902005071;07015005190200507103;202012
1;70150;051902;005;07;1;04;1;17;3;1;10;6;1;2;1;1; ;7;2; ; ; ;6;1; ;2;2;12;2; ; ; ; ; ; ; ; ; ; ; ; ; ;11; ;9; ; ;2;3; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;5;3;3;1; ; ; ; ; ; ; ; ; ; ; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ;126,2163895718;9; ; ; ; ; ;145,666666666667;0;0;4;2812;070150051902;07015005190200507;070150051902005071;07015005190200507104;202012
1;70150;051902;005;07;1;05;1;10;3;1;10; ;1;1;1;1; ;5;5;1; ; ;6;1; ;2;2;12;2; ; ; ; ; ; ; ; ; ; ; ; ; ;11; ;12; ; ;2;3; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;3;3;3; ; ; ; ; ; ; ; ; ; ; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ;126,2163895718;0; ; ; ; ; ;145,666666666667;0;0;3;2812;070150051902;07015005190200507;070150051902005071;07015005190200507105;202012
1;70150;051902;005;07;1;06;1;8;3;1;10; ;1;1;1;1; ;5;3;1; ; ;6;1; ;2;2;12;2; ; ; ; ; ; ; ; ; ; ; ; ; ;11; ;12; ; ;2;3; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;3;3;3; ; ; ; ; ; ; ; ; ; ; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ;126,2163895718;0; ; ; ; ; ;145,666666666667;0;0;3;2812;070150051902;07015005190200507;070150051902005071;07015005190200507106;202012
1;70150;052202;009;01;1;01;1;53;1;2;10;5;2; ; ; ;2;9;5; ;1;30810106;6;2;71250;5;1; ; ; ; ; ; ;20;1;1; ;2;1;20;4;4; ; ; ; ; ; ; ; ; ; ; ;4923;8332;6;2; ; ; ; ; ; ; ; ; ; ; ; ;3;3;1;1;3;2;1;20; ; ; ; ; ; ; ; ; ; ; ;4;1;1;1;1;2;2;1;2;1;2;2;2;2;2;1;400;2; ;100; ; ; ; ; ; ; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;300;81,1021674397457;2;2;1; ;8;8;47,5714285714286;1;0;5;2813;070150052202;07015005220200901;070150052202009011;07015005220200901101;202012
1;70150;052202;009;01;1;02;2;50;2;10;10;5;2; ; ; ;3;6;6; ; ; ;6;2;110150;5;1; ; ; ; ; ; ;15;1;2; ;2;1;20;7; ; ; ; ; ; ; ; ; ; ; ; ;4781;5211;6;2; ; ; ; ; ; ; ; ; ; ; ; ;0;9;1;1;3;2;1;15; ; ; ; ; ; ; ; ; ; ; ;2;1;2;1;2;2;2;2;2;1;1;2;5;2;2;2;40;1;15;50; ; ; ; ; ; ; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;5;81,1021674397457;2;2;1; ;5;7;47,5714285714286;1;0;4;2813;070150052202;07015005220200901;070150052202009011;07015005220200901102;202012
1;70150;052202;009;01;1;03;1;21;3;10;10;6;1;5;1;1; ;9;2; ;2; ;6;1; ;5;2;12;2; ; ; ; ; ; ; ; ; ; ; ; ; ;11; ;9; ; ;2;3; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;5;2;2;2; ; ; ; ; ; ; ; ; ; ; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ;81,1021674397457;9; ; ; ; ; ;47,5714285714286;1;0;5;2813;070150052202;07015005220200901;070150052202009011;07015005220200901103;202012
1;70150;052202;009;01;1;04;2;69;6;10;10;4;2; ; ; ;1;4;6;1; ; ;6;2;110150;5;2;12;2; ; ; ; ; ; ; ; ; ; ; ; ; ;11; ;11; ; ;2;4; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;5;3;3;3; ; ; ; ; ; ; ; ; ; ; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ;81,1021674397457;9; ; ; ; ; ;47,5714285714286;1;0;3;2813;070150052202;07015005220200901;070150052202009011;07015005220200901104;202012
1;70150;052202;009;01;1;05;2;41;7;10;10;6;2; ; ; ;1;6;1; ; ; ;6;1; ;5;1; ; ; ; ; ; ;15;1;1; ;2;1;25;7; ; ; ; ; ; ; ; ; ; ; ; ;4791;5243;6;2; ; ; ; ; ; ; ; ; ; ; ; ;8;8;1;1;3;2;1;15; ; ; ; ; ; ; ; ; ; ; ;2;1;2;2;2;2;2;2;2;2;1;2;5;3;3;2;70;2; ;50; ; ; ; ; ; ; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;20;81,1021674397457;2;2;1; ;5;7;47,5714285714286;1;0;3;2813;070150052202;07015005220200901;070150052202009011;07015005220200901105;202012
1;70150;052202;009;01;1;06;1;13;7;10;10;6;1;2;1;1; ;5;8;1; ; ;6;1; ;5;2;12;2; ; ; ; ; ; ; ; ; ; ; ; ; ;11; ;12; ; ;2;3; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2;3;2; ; ; ; ; ; ; ; ; ; ; ;2; ;2; ;1;4;2; ;2; ;2; ;2; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ;81,1021674397457;0; ; ; ; ; ;47,5714285714286;1;0;3;2813;070150052202;07015005220200901;070150052202009011;07015005220200901106;202012
1;70150;052202;009;01;1;07;1;10;7;10;10; ;1;2;1;1; ;5;2;1; ; ;6;1; ;5;2;12;2; ; ; ; ; ; ; ; ; ; ; ; ; ;11; ;12; ; ;2;3; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;3;3;3; ; ; ; ; ; ; ; ; ; ; ;2; ;2; ;1;4;2; ;2; ;2; ;2; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ;81,1021674397457;0; ; ; ; ; ;47,5714285714286;1;0;3;2813;070150052202;07015005220200901;070150052202009011;07015005220200901107;202012
1;70150;052202;009;02;1;01;1;68;1;10;10;1;2; ; ; ;1;4;5;1; ; ;6;1; ;2;1; ; ; ; ; ; ;35;6;2; ;4; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;4922;8322;6;2; ; ; ; ; ; ; ; ; ; ; ; ;48;3;1;1;2;1;1;35; ; ; ; ; ; ; ; ; ; ; ;4;1;2;1;2;2;2;2;2;2;1;2;5;3;3;1;300;1;50;150; ; ; ; ; ; ; ;2; ;2; ;1;100;2; ;2; ;2; ;2; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;200;81,1021674397457;4;1;1; ;8;8;203,333333333333;0;0;3;2813;070150052202;07015005220200902;070150052202009021;07015005220200902101;202012
1;70150;052202;009;02;1;02;2;75;2;10;10;1;2; ; ; ;1;4;6;1; ; ;6;2;10850;2;1; ; ; ; ; ; ;28;1;2; ;4; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;4711;5221;6;2; ; ; ; ; ; ; ; ; ; ; ; ;8;9;1;1;3;2;1;28; ; ; ; ; ; ; ; ; ; ; ;3;1;2;1;2;2;2;2;2;2;1;2;5;3;3;3;300;1;150;300; ; ; ; ; ; ; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;150;81,1021674397457;4;2;1; ;5;7;203,333333333333;0;0;3;2813;070150052202;07015005220200902;070150052202009021;07015005220200902102;202012
1;70150;052202;009;02;1;03;1;23;5;10;10;6;1;2;1;1; ;9;3; ;2; ;6;1; ;1;1; ; ; ; ; ; ;30;1;2; ;1;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ;4100;9313;4; ;6;2;2;2;2;2;2;2;2;2;2;2;3;2;1;4;2;2;1;30; ; ; ; ; ; ; ; ; ; ; ;1; ; ; ; ; ; ; ; ; ; ; ;5;1;1;1; ; ; ; ;160;0;2; ; ; ; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;160;81,1021674397457;4;2;1; ;9;6;203,333333333333;0;0;5;2813;070150052202;07015005220200902;070150052202009021;07015005220200902103;202012
1;70150;052202;009;03;1;01;1;67;1;10;10;1;2; ; ; ;1;4;6;1; ; ;6;2;111154;1;2;12;2; ; ; ; ; ; ; ; ; ; ; ; ; ;11; ;12; ; ;1;4; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;5;3;3;2; ; ; ; ; ; ; ; ; ; ; ;2; ;2; ;1;50;2; ;2; ;2; ;2; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ;81,1021674397457;9; ; ; ; ; ;14,5;1;1;3;2813;070150052202;07015005220200903;070150052202009031;07015005220200903101;202012
1;70150;052202;009;03;1;02;2;72;2;10;10;1;2; ; ; ;1;4;6;1; ; ;6;2;71151;1;2;8; ; ; ; ; ;12;1;2; ;4; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;146;6320;6;2; ; ; ; ; ; ; ; ; ; ; ; ;15;9;1;1;3;2;1;15; ; ; ; ; ; ; ; ; ; ; ;1; ; ; ; ; ; ; ; ; ; ; ;5;3;3;2;0;1;15;15; ; ; ; ; ; ; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;0;81,1021674397457;4;2;1; ;6;1;14,5;1;1;3;2813;070150052202;07015005220200903;070150052202009031;07015005220200903102;202012
1;70150;052202;009;03;1;03;2;15;5;10;10;6;1;1;1;3; ;5;10;1; ; ;6;1; ;1;2;12;2; ; ; ; ; ; ; ; ; ; ; ; ; ;11; ;12; ; ;2;3; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;5;3;3;2; ; ; ; ; ; ; ; ; ; ; ;2; ;2; ;1;4;2; ;2; ;2; ;2; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ;81,1021674397457;9; ; ; ; ; ;14,5;1;1;3;2813;070150052202;07015005220200903;070150052202009031;07015005220200903103;202012
1;70150;052202;009;03;1;04;1;10;5;10;10; ;1;1;1;3; ;5;5;1; ; ;6;1; ;1;2;12;2; ; ; ; ; ; ; ; ; ; ; ; ; ;11; ;12; ; ;2;3; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;3;3;3; ; ; ; ; ; ; ; ; ; ; ;2; ;2; ;1;4;2; ;2; ;2; ;2; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ;81,1021674397457;0; ; ; ; ; ;14,5;1;1;3;2813;070150052202;07015005220200903;070150052202009031;07015005220200903104;202012
1;70150;052202;009;04;1;01;1;71;1;10;10;2;2; ; ; ;1;4;2;1; ; ;6;2;111050;1;1; ; ; ; ; ; ;20;1;2; ;1;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2593;7222;6;2; ; ; ; ; ; ; ; ; ; ; ; ;37;5;1;1;3;2;1;20; ; ; ; ; ; ; ; ; ; ; ;1; ; ; ; ; ; ; ; ; ; ; ;5;3;3;1;100;2; ;50; ; ; ; ; ; ; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;50;81,1021674397457;4;2;1; ;7;3;50;1;0;3;2813;070150052202;07015005220200904;070150052202009041;07015005220200904101;202012
1;70150;052202;009;05;1;01;2;59;1;10;10;3;2; ; ; ;1;4;6;1; ; ;6;2;71351;1;2;12;2; ; ; ; ; ; ; ; ; ; ; ; ; ;11; ;11; ; ;2;5; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;5;3;3;3; ; ; ; ; ; ; ; ; ; ; ;2; ;2; ;1;10;2; ;2; ;2; ;2; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ;81,1021674397457;9; ; ; ; ; ;5;1;1;3;2813;070150052202;07015005220200905;070150052202009051;07015005220200905101;202012
1;70150;052202;009;05;1;02;1;23;3;10;10;6;2; ; ; ;3;7;3; ; ; ;6;1; ;1;2;12;2; ; ; ; ; ; ; ; ; ; ; ; ; ;2;3; ; ; ; ; ;1;5;1;3;4540;7231;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;5;3;3;3; ; ; ; ; ; ; ; ; ; ; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2;2;2;2;2;2;2;2;2;2;2;2;2;1; ;81,1021674397457;7; ; ;1; ; ;5;1;1;4;2813;070150052202;07015005220200905;070150052202009051;07015005220200905102;202012
1;70150;052202;009;06;1;01;1;69;1;10;10;5;2; ; ; ;1;4;6;1; ; ;6;2;110850;1;1; ; ; ; ; ; ;10;2;1; ;2;1;30;4;4; ; ; ; ; ; ; ; ; ; ; ;7310;3432;6;2; ; ; ; ; ; ; ; ; ; ; ; ;42;9;1;1;2;1;1;10; ; ; ; ; ; ; ; ; ; ; ;2;1;2;2;2;2;2;2;2;2;1;2;5;3;3;3;350;2; ;50; ; ; ; ; ; ; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;300;81,1021674397457;2;1;1; ;3;13;200;0;0;3;2813;070150052202;07015005220200906;070150052202009061;07015005220200906101;202012
1;70150;052202;009;06;1;02;2;69;2;10;10;5;2; ; ; ;1;4;6;1; ; ;6;2;70250;2;2;12;2; ; ; ; ; ; ; ; ; ; ; ; ; ;11; ;10; ; ;2;4; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;5;3;3;3; ; ; ; ; ; ; ; ; ; ; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ;81,1021674397457;9; ; ; ; ; ;200;0;0;3;2813;070150052202;07015005220200906;070150052202009061;07015005220200906102;202012
1;70150;052202;009;06;1;03;1;45;3;10;10;2;2; ; ; ;2;9;5; ;1;30110501;6;1; ;2;1; ; ; ; ; ; ;40; ; ;1;1;1;10;7; ; ; ; ; ; ; ; ; ; ; ; ;7310;3118;6;2; ; ; ; ; ; ; ; ; ; ; ; ;12;6;1;1;2;1;1;40; ; ; ; ; ; ; ; ; ; ; ;3;1;2;2;2;2;2;2;2;2;2;2;5;1;1;1;400;2; ;100; ; ; ; ; ; ; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;300;81,1021674397457;3;1;1; ;3;13;200;0;0;5;2813;070150052202;07015005220200906;070150052202009061;07015005220200906103;202012
1;70150;052202;009;07;1;01;1;55;1;10;10;6;2; ; ; ;1;6;6; ; ; ;6;2;70350;1;1; ; ; ; ; ; ;40; ; ;1;1;1;15;7; ; ; ; ; ; ; ; ; ; ; ; ;4100;7112;4; ;6;2;2;2;2;2;2;2;2;2;2;2;20;2;1;2;3;2;1;40; ; ; ; ; ; ; ; ; ; ; ;2;1;2;2;2;1;2;2;2;2;1;2;5;3;3;2; ; ; ; ;300;0;2; ; ; ; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;300;81,1021674397457;3;2;1; ;7;6;106,666666666667;0;0;4;2813;070150052202;07015005220200907;070150052202009071;07015005220200907101;202012
1;70150;052202;009;07;1;02;1;18;3;10;10;6;2; ; ; ;11;5;9;1; ; ;6;1; ;1;2;12;2; ; ; ; ; ; ; ; ; ; ; ; ; ;11; ;7;1;1; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;5;3;3;1; ; ; ; ; ; ; ; ; ; ; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2;2;2;2;2;2;2;2;2;2;2;2;8;1; ;81,1021674397457;8; ; ;1; ; ;106,666666666667;0;0;3;2813;070150052202;07015005220200907;070150052202009071;07015005220200907102;202012
1;70150;052202;009;07;1;03;1;14;3;10;10;6;1;2;1;3; ;5;9;1; ; ;6;1; ;1;2;12;2; ; ; ; ; ; ; ; ; ; ; ; ; ;11; ;12; ; ;2;3; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;3;3;2; ; ; ; ; ; ; ; ; ; ; ;2; ;2; ;1;20;2; ;2; ;2; ;2; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ;81,1021674397457;0; ; ; ; ; ;106,666666666667;0;0;3;2813;070150052202;07015005220200907;070150052202009071;07015005220200907103;202012
1;70150;052502;009;01;1;01;1;45;1;1;10;1;2; ; ; ;2;8;3; ;1;20610402;6;1; ;1;1; ; ; ; ; ; ;48; ; ;1;4; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;4741;5221;6;2; ; ; ; ; ; ; ; ; ; ; ; ;10;6;1;1;2;1;1;48; ; ; ; ; ; ; ; ; ; ; ;3;1;1;2;2;2;2;2;2;2;1;2;1;2;3;1;700;2; ;400; ; ; ; ; ; ; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;300;92,6421823218431;4;1;1; ;5;7;148;0;0;5;2812;070150052502;07015005250200901;070150052502009011;07015005250200901101;202012
1;70150;052502;009;01;1;02;2;49;2;1;10;1;2; ; ; ;2;9;5; ;1;30110101;6;1; ;1;1; ; ; ; ; ; ;40; ; ;1;4; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;8521;2330;1; ;3;2;2;2;1;2;1;2;2;2;1;1;5;1;2; ; ; ;1;40; ; ; ; ; ; ; ; ; ; ; ;1; ; ; ; ; ; ; ; ; ; ; ;1;2;3;1; ; ; ; ;400;40;2; ; ; ; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;440;92,6421823218431;1;1;1; ;2;16;148;0;0;5;2812;070150052502;07015005250200901;070150052502009011;07015005250200901102;202012
1;70150;052502;009;01;1;03;2;17;3;1;10;6;1;1;1;1; ;7;2; ; ; ;6;1; ;1;2;12;2; ; ; ; ; ; ; ; ; ; ; ; ; ;11; ;9; ; ;2;3; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;5;2;3;1; ; ; ; ; ; ; ; ; ; ; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ;92,6421823218431;9; ; ; ; ; ;148;0;0;4;2812;070150052502;07015005250200901;070150052502009011;07015005250200901103;202012
1;70150;052502;009;01;1;04;2;15;3;1;10;6;1;1;1;1; ;5;10;1; ; ;6;1; ;1;2;12;2; ; ; ; ; ; ; ; ; ; ; ; ; ;11; ;9; ; ;2;3; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;5;2;3;1; ; ; ; ; ; ; ; ; ; ; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ;92,6421823218431;9; ; ; ; ; ;148;0;0;3;2812;070150052502;07015005250200901;070150052502009011;07015005250200901104;202012
1;70150;052502;009;01;1;05;2;13;3;1;10;6;1;1;1;1; ;5;8;1; ; ;6;1; ;1;2;12;2; ; ; ; ; ; ; ; ; ; ; ; ; ;11; ;9; ; ;2;3; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2;3;3; ; ; ; ; ; ; ; ; ; ; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ;92,6421823218431;0; ; ; ; ; ;148;0;0;3;2812;070150052502;07015005250200901;070150052502009011;07015005250200901105;202012
1;70150;052502;009;04;1;01;1;68;1;10;10;1;2; ; ; ;1;6;6; ; ; ;6;1; ;2;1; ; ; ; ; ; ;24;1;2; ;4; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;122;6112;4; ;6;2;2;2;2;2;2;2;2;2;2;2;20;11;1;10;4;3;1;24; ; ; ; ; ; ; ; ; ; ; ;3;1;2;2;2;2;2;2;2;2;1;2;5;3;3;3; ; ; ; ;300;0;2; ; ; ; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;300;92,6421823218431;4;4;1; ;6;1;168;0;0;4;2812;070150052502;07015005250200904;070150052502009041;07015005250200904101;202012
1;70150;052502;009;04;1;02;2;47;2;10;10;1;2; ; ; ;1;4;6;1; ; ;6;2;111350;2;2;1; ; ; ; ; ;40; ; ;1;3;1;10;7; ; ; ; ; ; ; ; ; ; ; ; ;5610;9411;6;2; ; ; ; ; ; ; ; ; ; ; ; ;0;4;1;1;3;2;1;40; ; ; ; ; ; ; ; ; ; ; ;3;1;2;2;2;2;2;2;2;2;1;2;5;3;3;3;240;1;20;120; ; ; ; ; ; ; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;140;92,6421823218431;3;2;1; ;9;9;168;0;0;3;2812;070150052502;07015005250200904;070150052502009041;07015005250200904102;202012
