area;ciudad;conglomerado;panelm;vivienda;hogar;p01;p02;p03;p04;p05a;p05b;p06;p07;p08;p081;p085;p09;p10a;p10b;p11;p12a;p12b;p15;p15aa;p15ab;cod_inf;p20;p21;p22;p23;p232;p233;p24;p25;p26;p27;p28;p29;p29a;p30;p31;p32;p33;p34;p35;p36;p37;p38;p39;p40;p41;p42;p421;p422;p42a;p43;p44a;p44b;p44c;p44d;p44e;p44f;p44g;p44h;p44i;p44j;p44k;p45;p46;p47a;p47b;p48;p49;p50;p51a;p51b;p51c;p52;p53;p54;p54a;p55;p56a;p56b;p57;p58;p61b1;p63;p64a;p64b;p65;p66;p67;p68a;p68b;p69;p70a;p70b;p71a;p71b;p72a;p72b;p73a;p73b;p74a;p74b;p75;p76;p77;p78;sd01;sd021;sd022;sd023;sd024;sd025;sd026;sd027;sd028;sd029;sd0210;sd0211;sd03;sp01;sp02a;sp02b;sp02c;sp02d;sp02e;sp02f;sp02g;sp02h;sp02i;sp02j;sp02k;sp02l;sp02m;sp02n;ced01a;estrato;fexp;nnivins;ingrl;ingpc;pobreza;epobreza;condact;empleo;desempleo;secemp;grupo1;rama1;upm;id_vivienda;id_hogar;id_persona;periodo
1;90150;356702;022;03;1;02;1;33;3;1;10;6;2; ; ; ;5;6;6; ; ; ;6;1; ;3;1; ; ; ; ; ;40; ;1;4; ; ;6; ; ; ; ; ; ; ; ; ; ;7310;4311;2; ; ; ;2;2;2;2;1;2;1;2;2;2;1;1;2;1;1;60;1;1;1;40; ; ; ; ; ; ; ; ; ; ; ;1; ; ; ; ;385;40;2; ; ; ; ;2; ;2; ;2; ;2; ;2; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ;5;4;6;8;7;6;7;9;5;2;8;2;8;3;2;1;2611;563,214003081758;4;425;188,333333333333;0;0;1;1; ;1;4;13;090150356702;09015035670202203;090150356702022031;09015035670202203102;202206
1;90150;356702;022;03;1;03;2;29;3;10;10;5;1;3;1;1; ;9;3; ;2; ;6;1; ;3;2;12;2; ; ; ; ; ; ; ; ; ; ; ; ;11; ;9; ;3; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;5; ; ; ; ; ; ; ; ; ; ; ;2; ;2; ;2; ;2; ;2; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ;5;4;7;4;6;4;6;4;2;6;3;2;8;4;4;1;2611;563,214003081758;5; ;188,333333333333;0;0;9; ; ; ; ; ;090150356702;09015035670202203;090150356702022031;09015035670202203103;202206
1;90150;356702;022;03;1;04;1;31;4;1;10;5;2; ; ; ;2;9;5; ;1;30310101;6;1; ;4;1; ; ; ; ; ;50; ;1;4; ; ;6; ; ; ; ; ; ; ; ; ; ;1071;3122;2; ; ; ;2;2;2;2;1;2;1;2;2;2;1;1;7;1;2; ; ; ;1;50; ; ; ; ; ; ; ; ; ; ; ;1; ; ; ; ;400;300;2; ; ; ; ;2; ;2; ;2; ;2; ;2; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ;0;6;5;5;6;3;3;6;3;2;7;1;5;3;4;1;2611;563,214003081758;5;700;188,333333333333;0;0;1;1; ;1;3;3;090150356702;09015035670202203;090150356702022031;09015035670202203104;202206
1;90150;356702;022;03;1;05;1;9;5;10;10; ;1;1;2;4; ;5;4;1; ; ;6;1; ;3;2;12;2; ; ; ; ; ; ; ; ; ; ; ; ;11; ;12; ;3; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2; ;2; ;1;5;2; ;2; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;2611;563,214003081758;3; ;188,333333333333;0;0;0; ; ; ; ; ;090150356702;09015035670202203;090150356702022031;09015035670202203105;202206
1;90150;356702;022;03;1;06;1;2;5;1;10; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;2611;563,214003081758; ; ;188,333333333333;0;0;0; ; ; ; ; ;090150356702;09015035670202203;090150356702022031;09015035670202203106;202206
1;90150;356702;022;04;1;01;2;65;1;1;10;4;2; ; ; ;11;9;4; ;2; ;6;1; ;1;2;12;2; ; ; ; ; ; ; ; ; ; ; ; ;11; ;8; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;5; ; ; ; ; ; ; ; ; ; ; ;2; ;1;400;2; ;2; ;2; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ;6;9;7;9;6;9;8;6;8;3;9;4;7;3;2;1;2611;563,214003081758;5; ;263,5;0;0;9; ; ; ; ; ;090150356702;09015035670202204;090150356702022041;09015035670202204101;202206
1;90150;356702;022;04;1;02;2;41;3;10;10;6;2; ; ; ;2;9;5; ;1;31010402;6;1; ;1;1; ; ; ; ; ;14;2; ;3;1;26; ;1;1; ; ; ; ; ; ; ; ;7911;4221;6;2; ;2; ; ; ; ; ; ; ; ; ; ; ; ;1;9;1;1;3;2;1;14; ; ; ; ; ; ; ; ; ; ; ;5;150;2; ;0; ; ; ; ; ; ; ;2; ;2; ;2; ;2; ;2; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ;5;7;6;9;9;5;7;8;9;1;9;0;7;3;2;1;2611;563,214003081758;5;150;263,5;0;0;2;1; ;2;4;14;090150356702;09015035670202204;090150356702022041;09015035670202204102;202206
1;90150;356702;022;04;1;03;1;37;3;10;10;6;2; ; ; ;2;9;5; ;1;30330101;6;1; ;3;1; ; ; ; ; ;40; ;1;4; ; ;6; ; ; ; ; ; ; ; ; ; ;6910;2611;6;2; ;2; ; ; ; ; ; ; ; ; ; ; ; ;9;6;1;1;3;1;1;40; ; ; ; ; ; ; ; ; ; ; ;5;560;2; ;60; ; ; ; ; ; ; ;2; ;2; ;2; ;2; ;2; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ;8;8;7;9;4;2;7;8;6;3;7;0;8;3;3;1;2611;563,214003081758;5;500;263,5;0;0;1;1; ;1;2;13;090150356702;09015035670202204;090150356702022041;09015035670202204103;202206
1;90150;356702;022;04;1;04;2;33;3;1;10;1;2; ; ; ;2;9;5; ;1;30410102;6;1; ;1;1; ; ; ; ; ;40; ;1;4; ; ;6; ; ; ; ; ; ; ; ; ; ;6910;4120;2; ; ; ;3;2;2;2;1;2;1;2;2;2;1;1;6;1;1;10;1;1;1;40; ; ; ; ; ; ; ; ; ; ; ;1; ; ; ; ;530;48;2; ; ; ; ;2; ;2; ;2; ;2; ;2; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ;8;6;8;5;5;5;6;8;7;3;7;0;6;3;4;1;2611;563,214003081758;5;578;263,5;0;0;1;1; ;1;4;13;090150356702;09015035670202204;090150356702022041;09015035670202204104;202206
1;90150;356702;022;04;1;05;1;33;4;10;10;1;2; ; ; ;2;9;5; ;1;30410102;6;1; ;1;1; ; ; ; ; ;48; ;1;4; ; ;6; ; ; ; ; ; ; ; ; ; ;5610;5131;2; ; ; ;2;2;2;2;2;2;2;2;2;2;2;2;8;1;1;9;2;1;1;48; ; ; ; ; ; ; ; ; ; ; ;5; ; ; ; ;480;0;2; ; ; ; ;2; ;2; ;2; ;2; ;2; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ;8;6;7;8;3;5;7;9;9;4;8;2;8;5;5;1;2611;563,214003081758;5;480;263,5;0;0;1;1; ;1;5;9;090150356702;09015035670202204;090150356702022041;09015035670202204105;202206
1;90150;356702;022;04;1;06;1;7;5;1;10; ;1;1;3;4; ;5;2;1; ; ;6;1; ;1;2;12;2; ; ; ; ; ; ; ; ; ; ; ; ;11; ;12; ;3; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2; ;2; ;2; ;2; ;2; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;2611;563,214003081758;3; ;263,5;0;0;0; ; ; ; ; ;090150356702;09015035670202204;090150356702022041;09015035670202204106;202206
1;90150;356702;022;04;1;07;1;5;5;1;10; ;1;1;3;4; ;5;0;2; ; ;6;1; ;1;2;12;2; ; ; ; ; ; ; ; ; ; ; ; ;11; ;12; ;3; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2; ;2; ;2; ;2; ;2; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;2611;563,214003081758;3; ;263,5;0;0;0; ; ; ; ; ;090150356702;09015035670202204;090150356702022041;09015035670202204107;202206
1;90150;356702;022;04;1;08;1;3;5;1;10; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;2611;563,214003081758; ; ;263,5;0;0;0; ; ; ; ; ;090150356702;09015035670202204;090150356702022041;09015035670202204108;202206
1;90150;356702;022;05;1;01;1;65;1;1;10;1;2; ; ; ;1;4;6;1; ; ;6;2;90450;2;2;12;2; ; ; ; ; ; ; ; ; ; ; ; ;11; ;11; ;5; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ; ; ; ; ; ; ; ; ; ;2; ;2; ;1;70;2; ;2; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ;6;7;5;7;3;4;7;7;7;3;9;3;7;3;5;1;2611;563,214003081758;3; ;120;0;0;9; ; ; ; ; ;090150356702;09015035670202205;090150356702022051;09015035670202205101;202206
1;90150;356702;022;05;1;02;2;62;2;10;10;1;2; ; ; ;11;6;3; ; ; ;6;2;90650;2;2;12;2; ; ; ; ; ; ; ; ; ; ; ; ;11; ;9; ;4; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;5; ; ; ; ; ; ; ; ; ; ; ;2; ;2; ;1;170;2; ;2; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ;7;7;5;6;4;3;6;6;7;3;6;0;3;5;5;1;2611;563,214003081758;3; ;120;0;0;9; ; ; ; ; ;090150356702;09015035670202205;090150356702022051;09015035670202205102;202206
1;90150;356702;022;06;1;01;1;69;1;1;10;1;2; ; ; ;1;4;6;1; ; ;6;2;131450;3;2;12;2; ; ; ; ; ; ; ; ; ; ; ; ;11; ;12; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;5; ; ; ; ; ; ; ; ; ; ; ;2; ;1;400;2; ;2; ;2; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ;8;7;6;7;6;6;7;8;6;8;9;2;8;2;1;1;2611;563,214003081758;3; ;216,666666666667;0;0;9; ; ; ; ; ;090150356702;09015035670202206;090150356702022061;09015035670202206101;202206
1;90150;356702;022;06;1;02;2;60;2;10;10;1;2; ; ; ;11;6;3; ; ; ;6;1; ;2;2;12;2; ; ; ; ; ; ; ; ; ; ; ; ;11; ;9; ;4; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;5; ; ; ; ; ; ; ; ; ; ; ;2; ;2; ;2; ;2; ;2; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ;4;7;8;6;6;4;6;6;3;6;6;2;8;4;0;1;2611;563,214003081758;3; ;216,666666666667;0;0;9; ; ; ; ; ;090150356702;09015035670202206;090150356702022061;09015035670202206102;202206
1;90150;356702;022;06;1;03;2;40;3;10;10;6;2; ; ; ;2;9;5; ;1;30110408;6;1; ;3;1; ; ; ; ; ;14;2; ;2;1;26; ;1;1; ; ; ; ; ; ; ; ;8550;2359;6;2; ;2; ; ; ; ; ; ; ; ; ; ; ; ;0;9;1;1;3;2;1;14; ; ; ; ; ; ; ; ; ; ; ;5;250;2; ;0; ; ; ; ; ; ; ;2; ;2; ;2; ;2; ;2; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ;5;7;4;7;4;5;6;7;5;3;8;2;8;5;0;1;2611;563,214003081758;5;250;216,666666666667;0;0;2;1; ;2;2;16;090150356702;09015035670202206;090150356702022061;09015035670202206103;202206
1;90150;356702;022;07;1;01;2;75;1;1;10;4;2; ; ; ;1;6;6; ; ; ;6;1; ;1;2;12;2; ; ; ; ; ; ; ; ; ; ; ; ;11; ;12; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;5; ; ; ; ; ; ; ; ; ; ; ;2; ;1;250;1;100;2; ;2; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ;6;99;5;99;5;5;7;8;8;4;6;0;8;6;1;1;2611;563,214003081758;4; ;350;0;0;9; ; ; ; ; ;090150356702;09015035670202207;090150356702022071;09015035670202207101;202206
1;90150;358102;022;01;1;01;1;63;1;1;10;1;2; ; ; ;11;4;3;1; ; ;6;2;130150;3;1; ; ; ; ; ;48; ;1;4; ; ;6; ; ; ; ; ; ; ; ; ; ;8010;5414;2; ; ; ;2;2;2;2;1;1;1;2;2;2;1;1;20;1;2; ; ; ;1;48; ; ; ; ; ; ; ; ; ; ; ;1; ; ; ; ;500;47;1;10; ; ; ;2; ;2; ;2; ;2; ;2; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ;6;6;5;6;3;3;6;4;3;5;6;1;2;4;4;1;2612;664,234452421128;3;557;261,75;0;0;1;1; ;1;5;14;090150358102;09015035810202201;090150358102022011;09015035810202201101;202206
1;90150;358102;022;01;1;02;2;56;2;1;10;1;2; ; ; ;8;4;6;1; ; ;6;2;130150;2;2;12;2; ; ; ; ; ; ; ; ; ; ; ; ;11; ;9; ;4; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;5; ; ; ; ; ; ; ; ; ; ; ;2; ;2; ;2; ;2; ;2; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ;7;6;7;5;4;4;5;5;2;4;7;2;5;7;7;1;2612;664,234452421128;3; ;261,75;0;0;9; ; ; ; ; ;090150358102;09015035810202201;090150358102022011;09015035810202201102;202206
1;90150;358102;022;01;1;03;1;29;3;1;10;6;2; ; ; ;5;6;6; ; ; ;6;1; ;3;1; ; ; ; ; ;40; ;1;4; ; ;6; ; ; ; ; ; ; ; ; ; ;5510;9412;2; ; ; ;3;1;2;2;1;2;1;2;2;2;1;1;1;1;1;50;1;1;1;40; ; ; ; ; ; ; ; ; ; ; ;1; ; ; ; ;385;40;1;65; ; ; ;2; ;2; ;2; ;2; ;2; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ;7;6;7;7;5;5;6;4;6;5;6;2;4;5;5;1;2612;664,234452421128;4;490;261,75;0;0;1;1; ;1;9;9;090150358102;09015035810202201;090150358102022011;09015035810202201103;202206
1;90150;358102;022;01;1;04;1;20;3;10;10;6;2; ; ; ;7;1; ;2; ; ;6;1; ;2;2;12;2; ; ; ; ; ; ; ; ; ; ; ; ;11; ;11; ;5; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;5; ; ; ; ; ; ; ; ; ; ; ;2; ;2; ;2; ;2; ;2; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ;88;88;88;88;88;88;88;88;88;88;88;88;88;88;88;1;2612;664,234452421128;1; ;261,75;0;0;9; ; ; ; ; ;090150358102;09015035810202201;090150358102022011;09015035810202201104;202206
1;90150;358102;022;02;1;01;1;72;1;1;10;1;2; ; ; ;1;4;6;1; ; ;6;2;130650;1;2;12;2; ; ; ; ; ; ; ; ; ; ; ; ;11; ;12; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;5; ; ; ; ; ; ; ; ; ; ; ;2; ;1;270;2; ;2; ;2; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ;8;7;9;7;8;8;7;5;8;6;7;2;6;6;7;1;2612;664,234452421128;3; ;235;0;0;9; ; ; ; ; ;090150358102;09015035810202202;090150358102022021;09015035810202202101;202206
1;90150;358102;022;02;1;02;2;63;2;1;10;1;2; ; ; ;8;4;6;1; ; ;6;2;130650;2;2;12;2; ; ; ; ; ; ; ; ; ; ; ; ;11; ;9; ;4; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;5; ; ; ; ; ; ; ; ; ; ; ;2; ;2; ;2; ;2; ;2; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ;6;6;8;7;7;7;7;6;5;6;5;3;5;5;5;1;2612;664,234452421128;3; ;235;0;0;9; ; ; ; ; ;090150358102;09015035810202202;090150358102022021;09015035810202202102;202206
1;90150;358102;022;02;1;03;2;48;7;1;10;6;2; ; ; ;5;6;6; ; ; ;6;1; ;3;1; ; ; ; ; ;40; ;1;4; ; ;6; ; ; ; ; ; ; ; ; ; ;1410;7531;2; ; ; ;2;2;2;2;1;1;1;2;2;2;1;1;20;1;1;20;1;1;1;40; ; ; ; ; ; ; ; ; ; ; ;1; ; ; ; ;385;40;1;10; ; ; ;2; ;2; ;2; ;2; ;2; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ;6;6;5;6;6;6;5;4;5;3;7;1;5;5;5;1;2612;664,234452421128;4;435;235;0;0;1;1; ;1;7;3;090150358102;09015035810202202;090150358102022021;09015035810202202103;202206
1;90150;358102;022;03;1;01;1;52;1;10;10;1;2; ; ; ;5;6;6; ; ; ;6;2;130650;3;1; ; ; ; ; ;40; ;1;4; ; ;6; ; ; ; ; ; ; ; ; ; ;9522;7412;2; ; ; ;2;1;2;2;2;2;2;2;2;2;2;2;20;1;1;3;3;2;1;40; ; ; ; ; ; ; ; ; ; ; ;5; ; ; ; ;400;0;1;60; ; ; ;2; ;2; ;2; ;2; ;2; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ;7;10;6;6;5;6;7;6;6;6;7;2;5;6;5;1;2612;664,234452421128;4;460;238,75;0;0;1;1; ;2;7;19;090150358102;09015035810202203;090150358102022031;09015035810202203101;202206
1;90150;358102;022;03;1;02;2;43;2;1;10;1;2; ; ; ;5;6;6; ; ; ;6;1; ;2;1; ; ; ; ; ;40; ;1;4; ; ;6; ; ; ; ; ; ; ; ; ; ;1702;4311;2; ; ; ;2;1;2;2;1;1;1;2;2;2;1;1;13;1;2; ; ; ;1;40; ; ; ; ; ; ; ; ; ; ; ;1; ; ; ; ;385;40;1;70; ; ; ;2; ;2; ;2; ;2; ;2; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ;6;6;8;7;7;6;6;6;5;5;5;2;4;4;5;1;2612;664,234452421128;4;495;238,75;0;0;1;1; ;1;4;3;090150358102;09015035810202203;090150358102022031;09015035810202203102;202206
1;90150;358102;022;03;1;03;1;18;3;10;10;6;2; ; ; ;13;7;3; ; ; ;6;1; ;3;2;12;2; ; ; ; ; ; ; ; ; ; ; ; ;8;4; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;5; ; ; ; ; ; ; ; ; ; ; ;2; ;2; ;2; ;2; ;2; ;2; ;2;2;1;1;1;2;2;2;2;2;2;2;8;8;7;6;6;6;6;6;6;7;5;7;3;5;5;5;1;2612;664,234452421128;4; ;238,75;0;0;7; ;1; ; ; ;090150358102;09015035810202203;090150358102022031;09015035810202203103;202206
1;90150;358102;022;03;1;04;1;10;3;1;10; ;1;2;1;4; ;5;6;1; ; ;6;1; ;3;2;12;2; ; ; ; ; ; ; ; ; ; ; ; ;11; ;12; ;3; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2; ;2; ;2; ;2; ;2; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;2612;664,234452421128;3; ;238,75;0;0;0; ; ; ; ; ;090150358102;09015035810202203;090150358102022031;09015035810202203104;202206
1;90150;358102;022;05;1;01;1;45;1;10;10;5;2; ; ; ;5;6;6; ; ; ;6;2;90850;1;1; ; ; ; ; ;40; ;1;4; ; ;6; ; ; ; ; ; ; ; ; ; ;5610;9411;6;2; ;2; ; ; ; ; ; ; ; ; ; ; ; ;6;9;1;2;3;2;1;40; ; ; ; ; ; ; ; ; ; ; ;5;720;1;150;360; ; ; ; ; ; ; ;2; ;2; ;2; ;2; ;2; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2;4;5;5;2;3;5;2;4;5;3;0;5;3;3;1;2612;664,234452421128;4;510;170;0;0;1;1; ;2;9;9;090150358102;09015035810202205;090150358102022051;09015035810202205101;202206
1;90150;358102;022;05;1;02;2;52;2;10;10;5;2; ; ; ;8;6;5; ; ; ;6;2;120550;2;2;5; ; ; ; ;30;9; ; ; ; ;7; ; ; ; ; ; ; ; ; ; ;5610;9411;7; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;6;9;1;2;3;2;1;30; ; ; ; ; ; ; ; ; ; ; ;5; ; ; ; ; ; ; ; ; ; ; ;2; ;2; ;2; ;2; ;2; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ;3;5;6;5;0;0;5;3;5;2;8;3;3;2;2;1;2612;664,234452421128;4; ;170;0;0;5;1; ;2;9;9;090150358102;09015035810202205;090150358102022051;09015035810202205102;202206
1;90150;358102;022;05;1;03;2;18;3;10;10;6;1;1;1;1; ;7;3; ; ; ;6;1; ;3;2;12;2; ; ; ; ; ; ; ; ; ; ; ; ;11; ;9; ;3; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;5; ; ; ; ; ; ; ; ; ; ; ;2; ;2; ;2; ;2; ;2; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ;5;5;6;7;7;8;5;4;5;6;5;2;4;3;3;1;2612;664,234452421128;4; ;170;0;0;9; ; ; ; ; ;090150358102;09015035810202205;090150358102022051;09015035810202205103;202206
1;90150;358102;022;06;1;01;1;71;1;10;10;2;2; ; ; ;1;4;3;1; ; ;6;2;90450;1;2;12;2; ; ; ; ; ; ; ; ; ; ; ; ;11; ;12; ;5; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;5; ; ; ; ; ; ; ; ; ; ; ;2; ;2; ;2; ;2; ;2; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ;6;5;6;5;4;4;5;5;3;5;6;2;5;5;5;1;2612;664,234452421128;3; ;286,666666666667;0;0;9; ; ; ; ; ;090150358102;09015035810202206;090150358102022061;09015035810202206101;202206
1;90150;358102;022;06;1;02;1;38;3;10;10;2;2; ; ; ;5;6;6; ; ; ;6;1; ;2;1; ; ; ; ; ;60; ;1;4; ; ;6; ; ; ; ; ; ; ; ; ; ;4922;8321;6;2; ;2; ; ; ; ; ; ; ; ; ; ; ; ;0;3;1;1;3;2;1;60; ; ; ; ; ; ; ; ; ; ; ;5;500;2; ;100; ; ; ; ; ; ; ;2; ;2; ;2; ;2; ;2; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ;6;5;6;5;6;5;6;6;5;3;5;1;3;4;4;1;2612;664,234452421128;4;400;286,666666666667;0;0;4;1; ;2;8;8;090150358102;09015035810202206;090150358102022061;09015035810202206102;202206
1;90150;358102;022;06;1;03;1;37;3;10;10;2;2; ; ; ;5;4;3;1; ; ;6;1; ;3;1; ; ; ; ; ;48; ;1;4; ; ;6; ; ; ; ; ; ; ; ; ; ;5610;5120;2; ; ; ;2;1;2;2;2;2;2;2;2;2;2;2;17;1;1;7;3;1;1;48; ; ; ; ; ; ; ; ; ; ; ;5; ; ; ; ;400;0;1;60; ; ; ;2; ;2; ;2; ;2; ;2; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ;7;6;7;7;4;5;6;7;4;5;5;3;5;4;6;1;2612;664,234452421128;3;460;286,666666666667;0;0;1;1; ;1;5;9;090150358102;09015035810202206;090150358102022061;09015035810202206103;202206
1;90150;358102;022;07;1;01;1;63;1;2;10;5;2; ; ; ;1;6;6; ; ; ;6;2;120950;2;2;12;2; ; ; ; ; ; ; ; ; ; ; ; ;11; ;11; ;5; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ;2; ;2; ;2; ;2; ;2; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ;7;5;6;6;5;5;5;4;5;4;6;0;3;4;4;1;2612;664,234452421128;4; ;172,5;0;0;9; ; ; ; ; ;090150358102;09015035810202207;090150358102022071;09015035810202207101;202206
1;90150;358102;022;07;1;02;2;49;2;10;10;5;2; ; ; ;8;6;6; ; ; ;6;2;130650;2;1; ; ; ; ; ;30;9; ; ; ; ;7; ; ; ; ; ; ; ; ; ; ;4772;5221;6;2; ;2; ; ; ; ; ; ; ; ; ; ; ; ;0;9;1;1;3;1;1;30; ; ; ; ; ; ; ; ; ; ; ;5;500;2; ;310; ; ; ; ; ; ; ;2; ;2; ;2; ;2; ;2; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ;5;6;6;6;4;7;5;4;6;4;6;0;2;6;6;1;2612;664,234452421128;4;190;172,5;0;0;4;1; ;1;5;7;090150358102;09015035810202207;090150358102022071;09015035810202207102;202206
