area;ciudad;conglomerado;panelm;vivienda;hogar;p01;p02;p03;p04;p05a;p05b;p06;p07;p08;p081;p085;p09;p10a;p10b;p11;p12a;p12b;p15;p15aa;p15ab;cod_inf;p20;p21;p22;p23;p232;p233;p24;p25;p26;p27;p28;p29;p29a;p30;p31;p32;p33;p34;p35;p36;p37;p38;p39;p40;p41;p42;p421;p422;p42a;p43;p44a;p44b;p44c;p44d;p44e;p44f;p44g;p44h;p44i;p44j;p44k;p45;p46;p47a;p47b;p48;p49;p50;p51a;p51b;p51c;p52;p53;p54;p54a;p55;p56a;p56b;p57;p58;p61b1;p63;p64a;p64b;p65;p66;p67;p68a;p68b;p69;p70a;p70b;p71a;p71b;p72a;p72b;p73a;p73b;p74a;p74b;p75;p76;p77;p78;sd01;sd021;sd022;sd023;sd024;sd025;sd026;sd027;sd028;sd029;sd0210;sd0211;sd03;rsp1;sp01;sp02a;sp02b;sp02c;sp02d;sp02e;sp02f;sp02g;sp02h;sp02i;sp02j;sp02k;sp02l;af101;af102h;af102m;af201cod;af201d;af201h;af201m;af202cod;af202d;af202h;af202m;af203cod;af203d;af203h;af203m;af204h;af204m;ced01a;estrato;fexp;nnivins;ingrl;ingpc;pobreza;epobreza;condact;empleo;desempleo;secemp;grupo1;rama1;upm;id_vivienda;id_hogar;id_persona;periodo
1;70150;019602;021;07;1;04;1;32;7;1;10;6;2; ; ; ;2;8;3; ;1;20610402;6;1; ;2;1; ; ; ; ; ;40; ;1;4; ; ;6; ; ; ; ; ; ; ; ; ; ;4730;3322;2; ; ; ;2;2;2;2;1;1;1;2;2;2;1;1;3;1;1;20;1;1;1;40; ; ; ; ; ; ; ; ; ; ; ;1; ; ; ; ;1000;110;1;3; ; ; ;2; ;2; ;2; ;2; ;2; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;5;1;0;1;3;1;0;1;5;2;0;2;0;1;2812;201,715492569;5;1113;883,6;0;0;1;1; ;1;3;7;070150019602;07015001960202107;070150019602021071;07015001960202107104;202212
1;70150;019602;021;07;1;05;2;53;8;10;10;3;2; ; ; ;11;4;6;1; ; ;6;2;111050;2;1; ; ; ; ; ;70; ;1;4; ; ;6; ; ; ; ; ; ; ; ; ; ;9700;9111;10; ; ; ;3;1;1;2;2;2;2;2;2;2;2;2;0;9;1;1; ; ;1;70; ; ; ; ; ; ; ; ; ; ; ;5; ; ; ; ;425;0;1;220; ; ; ;2; ;2; ;2; ;2; ;2; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;4;2;0;1;4;2;0;1;7;0;15;1;0;1;2812;201,715492569;3;645;883,6;0;0;1;1; ;3;9;20;070150019602;07015001960202107;070150019602021071;07015001960202107105;202212
1;70150;020803;023;01;1;01;2;55;1;10;10;6;2; ; ; ;11;6;3; ; ; ;6;2;110150;1;1; ; ; ; ; ;50; ;1;4; ; ;6; ; ; ; ; ; ; ; ; ; ;4711;5221;6;2; ;2; ; ; ; ; ; ; ; ; ; ; ; ;4;9;1;1;3;2;1;50; ; ; ; ; ; ; ; ; ; ; ;5;160;2; ;60; ; ; ; ; ; ; ;2; ;2; ;2; ;2; ;2; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;5;99;6;99;3;99;6;3;3;5;6;3;5; ; ; ;2; ; ; ;1;5;2;0;1;3;1;0;2;0;1;2813;31,733392179707;3;100;100;0;0;4;1; ;2;5;7;070150020803;07015002080302301;070150020803023011;07015002080302301101;202212
1;70150;020803;023;01;1;02;1;28;3;10;10;6;2; ; ; ;2;9;5; ;1;30110301;6;2;110950;1;1; ; ; ; ; ;20;1; ;1;1;20; ;7; ; ; ; ; ; ; ; ; ;9524;7534;2; ; ; ;5;2;2;2;2;2;2;2;2;2;2;2;14;1;1;3;4;3;1;20; ; ; ; ; ; ; ; ; ; ; ;5; ; ; ; ;100;0;2; ; ; ; ;2; ;2; ;2; ;2; ;2; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2; ; ; ;1;3;1;30;2; ; ; ;4;0;1;2813;31,733392179707;5;100;100;0;0;2;1; ;4;7;19;070150020803;07015002080302301;070150020803023011;07015002080302301102;202212
1;70150;020803;023;02;1;01;2;74;1;10;10;4;2; ; ; ;1;4;6;1; ; ;6;1; ;1;2;12;2; ; ; ; ; ; ; ; ; ; ; ; ;11; ;12; ;5; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;5; ; ; ; ; ; ; ; ; ; ; ;2; ;2; ;2; ;2; ;2; ;1;240; ; ; ; ; ; ; ; ; ; ; ; ; ;1;5;99;5;99;6;99;6;5;8;5;6;2;5; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;2813;31,733392179707;3; ; ; ; ;9; ; ; ; ; ;070150020803;07015002080302302;070150020803023021;07015002080302302101;202212
1;70150;020803;023;02;1;02;2;55;3;10;10;6;2; ; ; ;11;4;6;1; ; ;6;1; ;2;2;12;2; ; ; ; ; ; ; ; ; ; ; ; ;11; ;9; ;4; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;5; ; ; ; ; ; ; ; ; ; ; ;2; ;2; ;2; ;2; ;2; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2; ; ; ;1;3;1;0;2; ; ; ;6;0;1;2813;31,733392179707;3; ; ; ; ;9; ; ; ; ; ;070150020803;07015002080302302;070150020803023021;07015002080302302102;202212
1;70150;020803;023;02;1;03;1;34;3;10;10;6;2; ; ; ;7;1; ;2; ; ;6;2;110150;2;2;12;2; ; ; ; ; ; ; ; ; ; ; ; ;11; ;11; ;5; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;5; ; ; ; ; ; ; ; ; ; ; ;2; ;2; ;2; ;2; ;2; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;99; ; ; ;99; ; ; ;99; ; ; ;99;99;1;2813;31,733392179707;1; ; ; ; ;9; ; ; ; ; ;070150020803;07015002080302302;070150020803023021;07015002080302302103;202212
1;70150;020803;023;03;1;01;1;56;1;10;10;1;2; ; ; ;11;4;5;1; ; ;6;1; ;2;2;12;2; ; ; ; ; ; ; ; ; ; ; ; ;11; ;7;1; ;1;5;52;4100;9313;4; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;5; ; ; ; ; ; ; ; ; ; ; ;2; ;2; ;2; ;2; ;1;55;2; ;2;2;2;1;1;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2; ; ; ;1;5;0;45;2; ; ; ;3;0;1;2813;31,733392179707;3; ;70,7142857142857;1;0;8; ;1; ; ; ;070150020803;07015002080302303;070150020803023031;07015002080302303101;202212
1;70150;020803;023;03;1;02;2;51;2;10;10;1;2; ; ; ;8;4;6;1; ; ;6;1; ;2;2;12;2; ; ; ; ; ; ; ; ; ; ; ; ;11; ;9; ;4; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;5; ; ; ; ; ; ; ; ; ; ; ;2; ;2; ;2; ;2; ;2; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2; ; ; ;1;3;1;30;1;5;0;30;4;0;1;2813;31,733392179707;3; ;70,7142857142857;1;0;9; ; ; ; ; ;070150020803;07015002080302303;070150020803023031;07015002080302303102;202212
1;70150;020803;023;03;1;03;2;27;3;10;10;6;2; ; ; ;5;6;3; ; ; ;6;1; ;2;1; ; ; ; ; ;15;2; ;1;1;25; ;7; ; ; ; ; ; ; ; ; ;9700;9111;10; ; ; ;3;1;2;2;2;2;2;2;2;2;2;2;1;8;1;2; ; ;1;15; ; ; ; ; ; ; ; ; ; ; ;5; ; ; ; ;80;0;1;40; ; ; ;2; ;2; ;2; ;2; ;2; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2; ; ; ;1;4;2;0;2; ; ; ;3;0;1;2813;31,733392179707;3;120;70,7142857142857;1;0;2;1; ;3;9;20;070150020803;07015002080302303;070150020803023031;07015002080302303103;202212
1;70150;020803;023;03;1;04;2;23;3;10;10;6;2; ; ; ;3;7;1; ; ; ;6;1; ;2;2;12;2; ; ; ; ; ; ; ; ; ; ; ; ;11; ;9; ;4; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;5; ; ; ; ; ; ; ; ; ; ; ;2; ;2; ;2; ;2; ;2; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2; ; ; ;1;5;1;30;1;5;0;30;4;30;1;2813;31,733392179707;4; ;70,7142857142857;1;0;9; ; ; ; ; ;070150020803;07015002080302303;070150020803023031;07015002080302303104;202212
1;70150;020803;023;03;1;05;1;22;3;10;10;6;2; ; ; ;3;5;10;1; ; ;6;1; ;2;1; ; ; ; ; ;40; ;1;4; ; ;6; ; ; ; ; ; ; ; ; ; ;4100;9313;4; ; ; ;6;2;2;2;2;2;2;2;2;2;2;2;1;2;1;8;3;2;1;40; ; ; ; ; ; ; ; ; ; ; ;5; ; ; ; ;320;0;2; ; ; ; ;2; ;2; ;2; ;2; ;2; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;5;99;7;99;4;4;6;5;8;5;5;2;5; ; ; ;1;5;6;0;2; ; ; ;2; ; ; ;3;0;1;2813;31,733392179707;3;320;70,7142857142857;1;0;4;1; ;2;9;6;070150020803;07015002080302303;070150020803023031;07015002080302303105;202212
1;70150;020803;023;03;1;06;2;18;3;10;10;6;1;1;1;4; ;7;2; ; ; ;6;1; ;2;2;12;2; ; ; ; ; ; ; ; ; ; ; ; ;11; ;9; ;3; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;5; ; ; ; ; ; ; ; ; ; ; ;2; ;2; ;2; ;2; ;2; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2; ; ; ;1;3;0;30;2; ; ; ;5;0;1;2813;31,733392179707;4; ;70,7142857142857;1;0;9; ; ; ; ; ;070150020803;07015002080302303;070150020803023031;07015002080302303106;202212
1;70150;020803;023;03;1;07;1;8;3;10;10; ;1;1;1;4; ;5;2;2; ; ;6;1; ;2;2;12;2; ; ; ; ; ; ; ; ; ; ; ; ;11; ;9; ;3; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2; ;2; ;2; ;2; ;2; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;0;4;0; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;2813;31,733392179707;3; ;70,7142857142857;1;0;0; ; ; ; ; ;070150020803;07015002080302303;070150020803023031;07015002080302303107;202212
1;70150;020803;023;04;1;01;1;61;1;10;10;1;2; ; ; ;11;1; ;2; ; ;6;2;10161;2;1; ; ; ; ; ;32;1; ;1;1;8; ;7; ; ; ; ; ; ; ; ; ;122;6112;4; ; ; ;6;2;2;2;2;2;2;2;2;2;2;2;25;11;2; ; ; ;1;32; ; ; ; ; ; ; ; ; ; ; ;5; ; ; ; ;360;0;2; ; ; ; ;2; ;2; ;2; ;2; ;2; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;6;99;7;99;6;5;6;6;8;5;5;3;5; ; ; ;2; ; ; ;1;4;6;0;1;5;1;30;3;0;1;2813;31,733392179707;1;360;141,666666666667;0;0;2;1; ;1;6;1;070150020803;07015002080302304;070150020803023041;07015002080302304101;202212
1;70150;020803;023;04;1;02;2;47;2;10;10;1;2; ; ; ;8;4;6;1; ; ;6;2;10150;2;2;12;2; ; ; ; ; ; ; ; ; ; ; ; ;11; ;9; ;4; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;5; ; ; ; ; ; ; ; ; ; ; ;2; ;2; ;2; ;2; ;1;65;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2; ; ; ;1;5;1;0;1;5;1;30;5;0;1;2813;31,733392179707;3; ;141,666666666667;0;0;9; ; ; ; ; ;070150020803;07015002080302304;070150020803023041;07015002080302304102;202212
1;70150;020803;023;04;1;03;1;16;3;10;10;6;1;3;1;4; ;5;9;1; ; ;6;1; ;2;2;12;2; ; ; ; ; ; ; ; ; ; ; ; ;11; ;9; ;3; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;5; ; ; ; ; ; ; ; ; ; ; ;2; ;2; ;2; ;2; ;2; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ;0;3;0; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;2813;31,733392179707;3; ;141,666666666667;0;0;9; ; ; ; ; ;070150020803;07015002080302304;070150020803023041;07015002080302304103;202212
1;70150;020803;023;05;1;01;2;43;1;10;10;6;2; ; ; ;11;4;6;1; ; ;3;2;80450;1;1; ; ; ; ; ;16;1; ;1;1;24; ;1;4; ; ; ; ; ; ; ; ;5610;5120;2; ; ; ;3;1;2;2;2;2;2;2;2;2;2;2;4;1;1;10;2;1;1;16; ; ; ; ; ; ; ; ; ; ; ;5; ; ; ; ;160;0;1;32; ; ; ;2; ;2; ;2; ;2; ;1;55;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;7;99;10;8;7;7;8;7;9;7;10;6;7; ; ; ;2; ; ; ;2; ; ; ;1;6;3;0;0;50;1;2813;31,733392179707;3;192;173;0;0;2;1; ;1;5;9;070150020803;07015002080302305;070150020803023051;07015002080302305101;202212
1;70150;020803;023;05;1;02;2;20;3;10;10;6;1;2;1;4; ;8;2; ;2; ;3;1; ;1;2;12;2; ; ; ; ; ; ; ; ; ; ; ; ;11; ;9; ;3; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;5; ; ; ; ; ; ; ; ; ; ; ;2; ;2; ;2; ;2; ;2; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2; ; ; ;1;6;2;0;1;6;3;0;4;0;1;2813;31,733392179707;5; ;173;0;0;9; ; ; ; ; ;070150020803;07015002080302305;070150020803023051;07015002080302305102;202212
1;70150;020803;023;05;1;03;2;18;3;10;10;5;1;1;1;4; ;7;2; ; ; ;3;1; ;1;2;12;2; ; ; ; ; ; ; ; ; ; ; ; ;11; ;9; ;3; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;5; ; ; ; ; ; ; ; ; ; ; ;2; ;2; ;1;15;2; ;2; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2; ; ; ;1;6;2;0;1;6;3;0;4;0;1;2813;31,733392179707;4; ;173;0;0;9; ; ; ; ; ;070150020803;07015002080302305;070150020803023051;07015002080302305103;202212
1;70150;020803;023;05;1;04;1;23;4;10;10;5;2; ; ; ;5;7;3; ; ; ;3;1; ;1;1; ; ; ; ; ;24;6; ;4; ; ;6; ; ; ; ; ; ; ; ; ; ;4100;9313;4; ; ; ;6;1;2;2;2;2;2;2;2;2;2;2;2;2;1;8;3;2;1;40; ; ; ; ; ; ; ; ; ; ; ;5; ; ; ; ;400;0;1;30; ; ; ;2; ;2; ;2; ;2; ;2; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;5;6;0;1;5;4;0;1;5;2;0;2;0;1;2813;31,733392179707;4;430;173;0;0;1;1; ;2;9;6;070150020803;07015002080302305;070150020803023051;07015002080302305104;202212
1;70150;020803;023;06;1;01;1;50;1;10;10;5;2; ; ; ;5;6;5; ; ; ;3;2;80557;1;1; ; ; ; ; ;50; ;1;4; ; ;6; ; ; ; ; ; ; ; ; ; ;4100;7112;4; ; ; ;6;1;2;2;2;2;2;2;2;2;2;2;20;2;1;6;3;2;1;50; ; ; ; ; ; ; ; ; ; ; ;5; ; ; ; ;500;0;1;60; ; ; ;2; ;2; ;2; ;2; ;2; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;5;6;0;2; ; ; ;1;6;0;30;3;0;1;2813;31,733392179707;4;560;179;0;0;1;1; ;2;7;6;070150020803;07015002080302306;070150020803023061;07015002080302306101;202212
1;70150;020803;023;06;1;02;2;50;2;10;10;5;2; ; ; ;5;4;3;1; ; ;3;2;80150;2;1; ; ; ; ; ;50; ;1;4; ; ;6; ; ; ; ; ; ; ; ; ; ;4774;5221;6;2; ;2; ; ; ; ; ; ; ; ; ; ; ; ;10;6;1;1;3;2;1;50; ; ; ; ; ; ; ; ; ; ; ;5;150;2; ;30; ; ; ; ; ; ; ;2; ;2; ;2; ;2; ;2; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;5;99;7;8;4;99;6;6;5;5;6;2;5; ; ; ;2; ; ; ;1;5;4;0;1;6;0;30;3;0;1;2813;31,733392179707;3;120;179;0;0;4;1; ;2;5;7;070150020803;07015002080302306;070150020803023061;07015002080302306102;202212
1;70150;020803;023;06;1;03;1;29;3;10;10;6;2; ; ; ;5;6;2; ; ; ;3;1; ;2;2;12;2; ; ; ; ; ; ; ; ; ; ; ; ;11; ;8; ;6; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;5; ; ; ; ; ; ; ; ; ; ; ;2; ;2; ;2; ;2; ;2; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2; ; ; ;1;5;3;0;2; ; ; ;8;0;1;2813;31,733392179707;3; ;179;0;0;9; ; ; ; ; ;070150020803;07015002080302306;070150020803023061;07015002080302306103;202212
1;70150;020803;023;06;1;04;2;21;3;10;10;6;2; ; ; ;11;7;3; ; ; ;3;1; ;2;1; ; ; ; ; ;30;1; ;1;1;10; ;7; ; ; ; ; ; ; ; ; ;4799;9520;6;2; ;2; ; ; ; ; ; ; ; ; ; ; ; ;2;3;1;1;3;2;1;30; ; ; ; ; ; ; ; ; ; ; ;5;400;2; ;200; ; ; ; ; ; ; ;2; ;2; ;2; ;2; ;2; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2; ; ; ;1;2;1;0;2; ; ; ;5;0;1;2813;31,733392179707;4;200;179;0;0;2;1; ;2;9;7;070150020803;07015002080302306;070150020803023061;07015002080302306104;202212
1;70150;020803;023;06;1;05;2;13;3;10;10;6;1;2;1;4; ;5;8;1; ; ;3;1; ;2;2;12;2; ; ; ; ; ; ; ; ; ; ; ; ;11; ;9; ;3; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2; ;2; ;1;15;2; ;2; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;7;2;0; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;2813;31,733392179707;3; ;179;0;0;0; ; ; ; ; ;070150020803;07015002080302306;070150020803023061;07015002080302306105;202212
1;70150;020803;023;07;1;01;2;44;1;10;10;6;2; ; ; ;5;4;5;1; ; ;3;1; ;1;1; ; ; ; ; ;40; ;1;4; ; ;6; ; ; ; ; ; ; ; ; ; ;729;5120;2; ; ; ;3;1;2;2;2;2;2;2;2;2;2;2;0;1;2; ; ; ;1;40; ; ; ; ; ; ; ; ; ; ; ;5; ; ; ; ;0;0;2; ; ; ; ;2; ;2; ;1;50;2; ;2; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2; ; ; ;1;5;1;30;1;5;1;0;3;0;1;2813;31,733392179707;3;0;25;1;1;4;1; ;1;5;2;070150020803;07015002080302307;070150020803023071;07015002080302307101;202212
1;70150;020803;023;07;1;02;1;29;3;10;10;6;2; ; ; ;11;6;2; ; ; ;3;1; ;1;2;12;2; ; ; ; ; ; ; ; ; ; ; ; ;11; ;6;1; ;1;1;52;3100;7522;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;5; ; ; ; ; ; ; ; ; ; ; ;2; ;2; ;2; ;2; ;2; ;2; ;2;2;2;1;2;2;2;2;2;2;2;2;5;1;5;99;6;99;7;6;6;5;2;5;5;2;5; ; ; ;1;2;3;0;2; ; ; ;1;5;2;0;6;0;1;2813;31,733392179707;3; ;25;1;1;8; ;1; ; ; ;070150020803;07015002080302307;070150020803023071;07015002080302307102;202212
1;70150;021001;023;01;1;01;1;28;1;1;10;1;2; ; ; ;5;6;6; ; ; ;6;1; ;1;1; ; ; ; ; ;55; ;1;4; ; ;6; ; ; ; ; ; ; ; ; ; ;8549;5165;2; ; ; ;2;2;2;2;1;2;1;2;2;2;1;1;7;1;2; ; ; ;1;55; ; ; ; ; ; ; ; ; ; ; ;1; ; ; ; ;380;45;2; ; ; ; ;2; ;2; ;2; ;2; ;2; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;7;8;7;8;6;6;8;8;7;7;8;5;7; ; ; ;2; ; ; ;1;1;3;0;1;7;3;0;1;0;1;2811;50,5718631624191;4;425;107,25;0;0;1;1; ;1;5;16;070150021001;07015002100102301;070150021001023011;07015002100102301101;202212
1;70150;021001;023;01;1;02;2;27;2;10;10;1;2; ; ; ;15;6;6; ; ; ;6;1; ;2;2;12;2; ; ; ; ; ; ; ; ; ; ; ; ;11; ;9; ;4; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;5; ; ; ; ; ; ; ; ; ; ; ;2; ;2; ;2; ;2; ;2; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2; ; ; ;1;7;0;30;1;7;2;0;3;0;1;2811;50,5718631624191;4; ;107,25;0;0;9; ; ; ; ; ;070150021001;07015002100102301;070150021001023011;07015002100102301102;202212
1;70150;021001;023;01;1;03;2;5;3;1;10; ;1;1;1;4; ;5;0;2; ; ;6;1; ;1;2;12;2; ; ; ; ; ; ; ; ; ; ; ; ;11; ;12; ;3; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2; ;2; ;1;4;2; ;2; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;7;4;0; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;2811;50,5718631624191;3; ;107,25;0;0;0; ; ; ; ; ;070150021001;07015002100102301;070150021001023011;07015002100102301103;202212
1;70150;021001;023;01;1;04;2;4;3;1;10; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;2811;50,5718631624191; ; ;107,25;0;0;0; ; ; ; ; ;070150021001;07015002100102301;070150021001023011;07015002100102301104;202212
1;70150;021001;023;02;1;01;2;95;1;1;10;4;2; ; ; ;1;6;3; ; ; ;6;2;70750;2;2;12;2; ; ; ; ; ; ; ; ; ; ; ; ;11; ;12; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;5; ; ; ; ; ; ; ; ; ; ; ;2; ;1;400;2; ;2; ;2; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;2811;50,5718631624191;3; ;350;0;0;9; ; ; ; ; ;070150021001;07015002100102302;070150021001023021;07015002100102302101;202212
1;70150;021001;023;02;1;02;1;68;3;10;10;2;2; ; ; ;5;9;4; ;2; ;6;1; ;2;1; ; ; ; ; ;40; ;1;4; ; ;1; ; ; ; ; ; ; ; ; ; ;8299;4414;6;2; ;2; ; ; ; ; ; ; ; ; ; ; ; ;5;8;1;1;3;2;1;40; ; ; ; ; ; ; ; ; ; ; ;5;320;2; ;20; ; ; ; ; ; ; ;2; ;2; ;2; ;2; ;2; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;7;5;5;7;0;0;6;4;0;2;8;4;8; ; ; ;2; ; ; ;1;1;4;0;1;7;3;0;3;0;1;2811;50,5718631624191;5;300;350;0;0;4;1; ;2;4;14;070150021001;07015002100102302;070150021001023021;07015002100102302102;202212
1;70150;021001;023;03;1;01;2;60;1;1;10;3;2; ; ; ;5;6;6; ; ; ;6;1; ;1;2;12;2; ; ; ; ; ; ; ; ; ; ; ; ;11; ;8; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;5; ; ; ; ; ; ; ; ; ; ; ;2; ;1;857;2; ;2; ;2; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;7;7;7;9;4;5;99;99;99;7;8;4;5; ; ; ;2; ; ; ;1;7;2;0;1;7;0;30;2;0;1;2811;50,5718631624191;4; ;428,5;0;0;9; ; ; ; ; ;070150021001;07015002100102303;070150021001023031;07015002100102303101;202212
