area;ciudad;conglomerado;panelm;vivienda;hogar;p01;p02;p03;p04;p05a;p05b;p06;p07;p08;p081;p085;p09;p10a;p10b;p11;p12a;p12b;p15;p15aa;p15ab;cod_inf;p20;p21;p22;p23;p232;p233;p24;p25;p26;p27;p28;p29;p29a;p30;p31;p32;p33;p34;p35;p36;p37;p38;p39;p40;p41;p42;p421;p422;p42a;p43;p44a;p44b;p44c;p44d;p44e;p44f;p44g;p44h;p44i;p44j;p44k;p45;p46;p47a;p47b;p48;p49;p50;p51a;p51b;p51c;p52;p53;p54;p54a;p55;p56a;p56b;p57;p58;p61b1;p63;p64a;p64b;p65;p66;p67;p68a;p68b;p69;p70a;p70b;p71a;p71b;p72a;p72b;p73a;p73b;p74a;p74b;p75;p76;p77;p78;sd01;sd021;sd022;sd023;sd024;sd025;sd026;sd027;sd028;sd029;sd0210;sd0211;sd03;rsp1;sp01;sp02a;sp02b;sp02c;sp02d;sp02e;sp02f;sp02g;sp02h;sp02i;sp02j;sp02k;sp02l;af101;af102h;af102m;af201cod;af201d;af201h;af201m;af202cod;af202d;af202h;af202m;af203cod;af203d;af203h;af203m;af204h;af204m;ced01a;estrato;fexp;nnivins;ingrl;ingpc;pobreza;epobreza;condact;empleo;desempleo;secemp;grupo1;rama1;upm;id_vivienda;id_hogar;id_persona;periodo
1;70150;019401;021;02;1;05;1;1;3;1;10; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;2813;110,483807767602; ; ;119,2;0;0;0; ; ; ; ; ;070150019401;07015001940102102;070150019401021021;07015001940102102105;202212
1;70150;019401;021;03;1;01;2;43;1;10;10;6;2; ; ; ;2;9;5; ;1;30410603;6;1; ;1;2;12;2; ; ; ; ; ; ; ; ; ; ; ; ;11; ;9; ;4; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;5; ; ; ; ; ; ; ; ; ; ; ;2; ;2; ;2; ;2; ;2; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;7;7;5;7;0;0;6;99;6;3;9;3;8; ; ; ;2; ; ; ;2; ; ; ;1;7;0;50;3;0;1;2813;110,483807767602;5; ;264;0;0;9; ; ; ; ; ;070150019401;07015001940102103;070150019401021031;07015001940102103101;202212
1;70150;019401;021;03;1;02;1;42;7;1;10;6;2; ; ; ;5;6;6; ; ; ;6;1; ;1;1; ; ; ; ; ;48; ;2;4; ; ;6; ; ; ; ; ; ; ; ; ; ;4751;8321;2; ; ; ;2;2;2;1;1;1;1;2;2;2;1;1;4;1;1;12;1;1;1;40; ; ; ; ; ; ; ; ; ; ; ;1; ; ; ; ;455;43;1;30; ; ; ;2; ;2; ;2; ;2; ;2; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2; ; ; ;1;5;1;0;1;5;0;45;4;0;1;2813;110,483807767602;4;528;264;0;0;1;1; ;1;8;7;070150019401;07015001940102103;070150019401021031;07015001940102103102;202212
1;70150;019401;021;04;1;01;1;32;1;10;10;5;2; ; ; ;5;6;6; ; ; ;6;2;170150;1;2;1; ; ; ; ;24;2; ;3;1;20; ;3;1; ; ; ; ; ; ; ; ;5610;9411;6;2; ;2; ; ; ; ; ; ; ; ; ; ; ; ;1;4;1;1;3;2;1;24; ; ; ; ; ; ; ; ; ; ; ;5;240;1;48;120; ; ; ; ; ; ; ;2; ;2; ;1;180;2; ;2; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;7;2;9;99;5;99;9;99;99;8;8;2;8; ; ; ;2; ; ; ;1;7;2;0;1;7;2;0;2;0;1;2813;110,483807767602;4;168;139;0;0;2;1; ;2;9;9;070150019401;07015001940102104;070150019401021041;07015001940102104101;202212
1;70150;019401;021;04;1;02;2;36;2;10;10;5;2; ; ; ;2;9;5; ;1;30110501;6;1; ;1;1; ; ; ; ; ;5;2; ;3;1;40; ;1;4; ; ; ; ; ; ; ; ;8549;2359;6;2; ;2; ; ; ; ; ; ; ; ; ; ; ; ;1;8;1;1;3;2;1;5; ; ; ; ; ; ; ; ; ; ; ;5;200;2; ;0; ; ; ; ; ; ; ;2; ;2; ;2; ;2; ;2; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2; ; ; ;1;7;2;0;1;7;2;0;2;0;1;2813;110,483807767602;5;200;139;0;0;2;1; ;2;2;16;070150019401;07015001940102104;070150019401021041;07015001940102104102;202212
1;70150;019401;021;04;1;03;1;7;3;10;10; ;1;1;1;2; ;5;2;1; ; ;6;2;90150;1;2;12;2; ; ; ; ; ; ; ; ; ; ; ; ;11; ;12; ;3; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2; ;2; ;1;4;2; ;2; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;5;2;0; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;2813;110,483807767602;3; ;139;0;0;0; ; ; ; ; ;070150019401;07015001940102104;070150019401021041;07015001940102104103;202212
1;70150;019401;021;04;1;04;2;7;3;10;10; ;1;1;1;2; ;5;2;1; ; ;6;2;90150;1;2;12;2; ; ; ; ; ; ; ; ; ; ; ; ;11; ;12; ;3; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2; ;2; ;1;4;2; ;2; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;5;2;0; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;2813;110,483807767602;3; ;139;0;0;0; ; ; ; ; ;070150019401;07015001940102104;070150019401021041;07015001940102104104;202212
1;70150;019401;021;05;1;01;2;52;1;10;10;1;2; ; ; ;8;4;6;1; ; ;6;2;110350;1;2;12;2; ; ; ; ; ; ; ; ; ; ; ; ;11; ;9; ;4; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;5; ; ; ; ; ; ; ; ; ; ; ;2; ;2; ;2; ;2; ;2; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2; ; ; ;1;2;1;0;1;5;1;20;2;0;1;2813;110,483807767602;3; ;259;0;0;9; ; ; ; ; ;070150019401;07015001940102105;070150019401021051;07015001940102105101;202212
1;70150;019401;021;05;1;02;1;59;2;10;10;1;2; ; ; ;11;4;6;1; ; ;6;2;90450;1;1; ; ; ; ; ;24;3; ;2;1;20; ;1;1; ; ; ; ; ; ; ; ;4100;7112;4; ; ; ;6;2;2;2;2;2;2;2;2;2;2;2;30;2;1;3;3;2;1;24; ; ; ; ; ; ; ; ; ; ; ;5; ; ; ; ;300;0;2; ; ; ; ;2; ;2; ;2; ;2; ;2; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;6;7;6;2;1;99;6;99;6;3;8;2;4; ; ; ;1;3;1;20;1;3;1;20;1;2;1;0;2;0;1;2813;110,483807767602;3;300;259;0;0;2;1; ;2;7;6;070150019401;07015001940102105;070150019401021051;07015001940102105102;202212
1;70150;019401;021;05;1;03;1;23;3;1;10;6;2; ; ; ;3;7;3; ; ; ;6;1; ;1;1; ; ; ; ; ;48; ;1;4; ; ;6; ; ; ; ; ; ; ; ; ; ;1104;9333;2; ; ; ;2;2;2;2;1;1;1;2;2;2;1;1;2;1;2; ; ; ;1;48; ; ; ; ; ; ; ; ; ; ; ;1; ; ; ; ;425;40;1;12; ; ; ;2; ;2; ;2; ;2; ;2; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2; ; ; ;1;5;1;0;1;6;0;45;3;0;1;2813;110,483807767602;4;477;259;0;0;1;1; ;1;9;3;070150019401;07015001940102105;070150019401021051;07015001940102105103;202212
1;70150;019401;021;06;1;01;1;30;1;1;10;1;2; ; ; ;2;8;3; ;1;20110301;6;2;71250;1;1; ; ; ; ; ;40; ;1;4; ; ;6; ; ; ; ; ; ; ; ; ; ;8510;2341;1; ; ; ;1;2;2;2;1;2;1;2;2;2;1;1;3;1;2; ; ; ;1;40; ; ; ; ; ; ; ; ; ; ; ;1; ; ; ; ;700;117;2; ; ; ; ;2; ;2; ;1;200;2; ;2; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;6;7;5;7;5;5;7;4;8;5;7;5;5; ; ; ;2; ; ; ;1;2;0;50;1;5;0;20;2;0;1;2813;110,483807767602;5;817;1017;0;0;1;1; ;1;2;16;070150019401;07015001940102106;070150019401021061;07015001940102106101;202212
1;70150;019401;021;07;1;01;1;62;1;10;10;3;2; ; ; ;11;6;6; ; ; ;6;2;70650;1;1; ; ; ; ; ;16;1; ;1;1;24; ;1;4; ; ; ; ; ; ; ; ;7820;9211;2; ; ; ;3;1;2;2;2;2;2;2;2;2;2;2;4;8;1;15;1;1;1;16; ; ; ; ; ; ; ; ; ; ; ;5; ; ; ; ;200;0;1;20; ; ; ;2; ;2; ;2; ;2; ;2; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;5;3;5;99;2;2;7;99;6;4;6;3;1; ; ; ;1;2;2;0;1;2;1;0;1;5;1;0;3;0;1;2813;110,483807767602;4;220;220;0;0;2;1; ;1;9;14;070150019401;07015001940102107;070150019401021071;07015001940102107101;202212
1;70150;019602;021;01;1;01;1;40;1;10;10;1;2; ; ; ;5;6;6; ; ; ;6;2;80150;2;1; ; ; ; ; ;105; ;1;4; ; ;6; ; ; ; ; ; ; ; ; ; ;1071;7512;6;2; ;2; ; ; ; ; ; ; ; ; ; ; ; ;15;6;1;5;3;2;1;105; ; ; ; ; ; ; ; ; ; ; ;5;1200;1;30;850; ; ; ; ; ; ; ;2; ;2; ;2; ;2; ;2; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;10;10;9;10;9;9;8;7;9;9;9;8;8; ; ; ;2; ; ; ;1;7;0;30;1;7;3;0;0;30;1;2812;201,715492569;4;380;116,6;0;0;4;1; ;2;7;3;070150019602;07015001960202101;070150019602021011;07015001960202101101;202212
1;70150;019602;021;01;1;02;2;42;2;10;10;1;2; ; ; ;5;6;6; ; ; ;6;2;120550;2;1; ; ; ; ; ;90; ;1;4; ; ;6; ; ; ; ; ; ; ; ; ; ;1071;9329;7; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;15;6;1;5;3;2;1;90; ; ; ; ; ; ; ; ; ; ; ;5; ; ; ; ; ; ; ; ; ; ; ;2; ;2; ;1;200;2; ;2; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2; ; ; ;1;7;1;0;1;7;2;0;0;30;1;2812;201,715492569;4; ;116,6;0;0;5;1; ;2;9;3;070150019602;07015001960202101;070150019602021011;07015001960202101102;202212
1;70150;019602;021;01;1;03;1;18;3;10;10;6;1;1;1;2; ;7;3; ; ; ;6;1; ;2;1; ; ; ; ; ;7;7; ;4; ; ;2; ; ; ; ; ; ; ; ; ; ;1071;9329;7; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;3;6;1;5;3;2;1;7; ; ; ; ; ; ; ; ; ; ; ;5; ; ; ; ; ; ; ; ; ; ; ;2; ;2; ;2; ;2; ;2; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;1;2;0;1;7;3;0;1;7;3;0;2;0;1;2812;201,715492569;4; ;116,6;0;0;5;1; ;2;9;3;070150019602;07015001960202101;070150019602021011;07015001960202101103;202212
1;70150;019602;021;01;1;04;2;10;3;10;10; ;1;1;1;2; ;5;4;1; ; ;6;1; ;2;1; ; ; ; ; ;2;7; ;4; ; ;2; ; ; ; ; ; ; ; ; ; ;1071;9329;7; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;6;1;5;3;2;1;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2; ;2; ;1;3;2; ;2; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;5;0;20; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;2812;201,715492569;3; ;116,6;0;0;0; ; ; ; ; ;070150019602;07015001960202101;070150019602021011;07015001960202101104;202212
1;70150;019602;021;01;1;05;1;24;7;10;10;6;2; ; ; ;3;7;3; ; ; ;6;1; ;2;1; ; ; ; ; ;105; ;1;4; ; ;6; ; ; ; ; ; ; ; ; ; ;1071;9329;7; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;6;1;5;3;2;1;105; ; ; ; ; ; ; ; ; ; ; ;5; ; ; ; ; ; ; ; ; ; ; ;2; ;2; ;2; ;2; ;2; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;7;2;0;1;7;1;30;1;7;2;0;2;0;1;2812;201,715492569;4; ;116,6;0;0;5;1; ;2;9;3;070150019602;07015001960202101;070150019602021011;07015001960202101105;202212
1;70150;019602;021;02;1;01;2;72;1;1;10;3;2; ; ; ;1;6;6; ; ; ;6;2;110150;1;2;12;2; ; ; ; ; ; ; ; ; ; ; ; ;11; ;11; ;5; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ; ; ; ; ; ; ; ; ; ;2; ;2; ;1;500;2; ;2; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;0;0;0;5;0;0;0;0;0;5;0;0;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;2812;201,715492569;4; ;500;0;0;9; ; ; ; ; ;070150019602;07015001960202102;070150019602021021;07015001960202102101;202212
1;70150;019602;021;03;1;01;1;50;1;1;10;2;2; ; ; ;5;6;6; ; ; ;6;2;111050;1;1; ; ; ; ; ;40; ;1;4; ; ;6; ; ; ; ; ; ; ; ; ; ;8413;8189;1; ; ; ;3;2;2;2;1;1;1;2;2;2;1;1;6;1;2; ; ; ;1;40; ; ; ; ; ; ; ; ; ; ; ;1; ; ; ; ;600;80;1;8; ; ; ;2; ;2; ;1;120;2; ;2; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;7;6;7;8;6;6;7;6;6;6;8;4;5; ; ; ;1;2;2;0;1;3;3;0;1;2;0;30;1;0;1;2812;201,715492569;4;688;808;0;0;1;1; ;1;8;15;070150019602;07015001960202103;070150019602021031;07015001960202103101;202212
1;70150;019602;021;04;1;01;2;34;1;10;10;6;2; ; ; ;3;6;6; ; ; ;6;2;210150;1;2;12;2; ; ; ; ; ; ; ; ; ; ; ; ;11; ;9; ;4; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;5; ; ; ; ; ; ; ; ; ; ; ;2; ;2; ;1;436;2; ;2; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;0;99;5;99;0;99;5;0;0;0;5;0;0; ; ; ;1;5;2;0;1;7;4;0;1;7;1;0;1;0;1;2812;201,715492569;4; ;89,4;0;0;9; ; ; ; ; ;070150019602;07015001960202104;070150019602021041;07015001960202104101;202212
1;70150;019602;021;04;1;02;1;11;3;4;10; ;1;2;1;2; ;5;5;1; ; ;6;1; ;1;2;12;2; ; ; ; ; ; ; ; ; ; ; ; ;11; ;12; ;3; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2; ;2; ;1;4;2; ;2; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;6;3;0; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;2812;201,715492569;3; ;89,4;0;0;0; ; ; ; ; ;070150019602;07015001960202104;070150019602021041;07015001960202104102;202212
1;70150;019602;021;04;1;03;1;9;3;4;10; ;1;2;1;2; ;5;4;1; ; ;6;1; ;1;2;12;2; ; ; ; ; ; ; ; ; ; ; ; ;11; ;12; ;3; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2; ;2; ;1;4;2; ;2; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;6;2;0; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;2812;201,715492569;3; ;89,4;0;0;0; ; ; ; ; ;070150019602;07015001960202104;070150019602021041;07015001960202104103;202212
1;70150;019602;021;04;1;04;1;7;3;4;10; ;1;1;1;2; ;5;1;2; ; ;6;1; ;1;2;12;2; ; ; ; ; ; ; ; ; ; ; ; ;11; ;12; ;3; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2; ;2; ;1;3;2; ;2; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;7;1;0; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;2812;201,715492569;3; ;89,4;0;0;0; ; ; ; ; ;070150019602;07015001960202104;070150019602021041;07015001960202104104;202212
1;70150;019602;021;04;1;05;1;5;3;4;10; ;2; ; ; ;17;1; ;2; ; ;6;1; ;1;2;12;2; ; ; ; ; ; ; ; ; ; ; ; ;11; ;12; ;6; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2; ;2; ;2; ;2; ;2; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;7;0;30; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;2812;201,715492569;1; ;89,4;0;0;0; ; ; ; ; ;070150019602;07015001960202104;070150019602021041;07015001960202104105;202212
1;70150;019602;021;05;1;01;1;62;1;1;10;1;2; ; ; ;2;9;5; ;1;30410102;6;2;71050;4;1; ; ; ; ; ;50; ;1;4; ; ;6; ; ; ; ; ; ; ; ; ; ;6920;2411;5;2; ;2; ; ; ; ; ; ; ; ; ; ; ; ;30;6;1;2;1;1;1;50; ; ; ; ; ; ; ; ; ; ; ;1;1800;2; ;1200; ; ; ; ; ; ; ;1;150;2; ;2; ;2; ;2; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2; ; ; ;1;3;0;30;1;2;0;30;1;0;1;2812;201,715492569;5;600;422,5;0;0;1;1; ;1;2;13;070150019602;07015001960202105;070150019602021051;07015001960202105101;202212
1;70150;019602;021;05;1;02;2;61;2;1;10;1;2; ; ; ;1;9;4; ;2; ;6;2;70651;4;2;12;2; ; ; ; ; ; ; ; ; ; ; ; ;11; ;9; ;4; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;5; ; ; ; ; ; ; ; ; ; ; ;2; ;2; ;2; ;2; ;2; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;3;8;5;9;7;7;9;99;99;6;5;99;5; ; ; ;2; ; ; ;1;3;0;10;1;3;0;20;1;0;1;2812;201,715492569;5; ;422,5;0;0;9; ; ; ; ; ;070150019602;07015001960202105;070150019602021051;07015001960202105102;202212
1;70150;019602;021;05;1;03;1;29;3;1;10;6;2; ; ; ;2;9;5; ;1;30410102;6;1; ;4;1; ; ; ; ; ;40; ;1;4; ; ;6; ; ; ; ; ; ; ; ; ; ;6920;3313;2; ; ; ;2;2;2;2;1;2;1;2;2;2;1;1;4;1;1;2;1;1;1;40; ; ; ; ; ; ; ; ; ; ; ;1; ; ; ; ;400;40;2; ; ; ; ;2; ;2; ;2; ;2; ;2; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;3;1;0;1;2;0;40;1;5;0;40;2;0;1;2812;201,715492569;5;440;422,5;0;0;1;1; ;1;3;13;070150019602;07015001960202105;070150019602021051;07015001960202105103;202212
1;70150;019602;021;05;1;04;1;26;3;1;10;6;2; ; ; ;2;9;5; ;1;30710503;6;1; ;4;1; ; ; ; ; ;25;1; ;2;1;15; ;1;1; ; ; ; ; ; ; ; ;8690;4226;2; ; ; ;3;2;2;2;2;2;2;2;2;2;2;2;0;1;1;6;2;1;1;25; ; ; ; ; ; ; ; ; ; ; ;1; ; ; ; ;500;0;2; ; ; ; ;2; ;2; ;2; ;2; ;2; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;4;2;0;1;3;1;0;1;5;0;15;2;0;1;2812;201,715492569;5;500;422,5;0;0;2;1; ;1;4;17;070150019602;07015001960202105;070150019602021051;07015001960202105104;202212
1;70150;019602;021;06;1;01;1;43;1;10;10;1;2; ; ; ;5;6;6; ; ; ;6;3;862;2;1; ; ; ; ; ;78; ;1;4; ; ;6; ; ; ; ; ; ; ; ; ; ;5610;5120;2; ; ; ;2;1;2;2;2;2;2;2;2;2;2;2;2;1;1;5;1;1;1;78; ; ; ; ; ; ; ; ; ; ; ;5; ; ; ; ;480;0;1;78; ; ; ;2; ;2; ;2; ;2; ;2; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;8;99;5;99;6;99;7;99;3;8;99;2;8; ; ; ;1;7;0;50;1;7;1;0;1;7;3;0;4;0;2;2812;201,715492569;4;558;140,25;0;0;1;1; ;1;5;9;070150019602;07015001960202106;070150019602021061;07015001960202106101;202212
1;70150;019602;021;06;1;02;2;38;2;10;10;1;2; ; ; ;15;9;5; ;1;30320101;6;3;862;2;2;12;2; ; ; ; ; ; ; ; ; ; ; ; ;11; ;9; ;4; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;5; ; ; ; ; ; ; ; ; ; ; ;2; ;2; ;2; ;2; ;2; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;7;2;0;1;7;2;0;1;5;1;0;1;0;2;2812;201,715492569;5; ;140,25;0;0;9; ; ; ; ; ;070150019602;07015001960202106;070150019602021061;07015001960202106102;202212
1;70150;019602;021;06;1;03;1;6;3;10;10; ;1;1;1;4; ;5;1;2; ; ;6;3;862;2;2;12;2; ; ; ; ; ; ; ; ; ; ; ; ;11; ;12; ;3; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2; ;2; ;1;3;2; ;2; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;0;7;0; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2;2812;201,715492569;3; ;140,25;0;0;0; ; ; ; ; ;070150019602;07015001960202106;070150019602021061;07015001960202106103;202212
1;70150;019602;021;06;1;04;1;1;3;10;10; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;2812;201,715492569; ; ;140,25;0;0;0; ; ; ; ; ;070150019602;07015001960202106;070150019602021061;07015001960202106104;202212
1;70150;019602;021;07;1;01;2;81;1;1;10;4;2; ; ; ;1;4;6;1; ; ;6;2;71050;2;2;12;2; ; ; ; ; ; ; ; ; ; ; ; ;11; ;11; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;5; ; ; ; ; ; ; ; ; ; ; ;2; ;1;360;2; ;2; ;2; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;2812;201,715492569;3; ;883,6;0;0;9; ; ; ; ; ;070150019602;07015001960202107;070150019602021071;07015001960202107101;202212
1;70150;019602;021;07;1;02;2;49;3;1;10;6;2; ; ; ;2;10;2; ;1;50910204;6;1; ;2;1; ; ; ; ; ;10;1; ;4; ; ;1; ; ; ; ; ; ; ; ; ; ;8620;2211;6;2; ;2; ; ; ; ; ; ; ; ; ; ; ; ;21;6;1;1;3;1;2;5;5;0;8620;2211;2; ;1;1;5;2;1;1;1500;2; ;200; ; ; ; ;900;2; ;2; ;2; ;2; ;2; ;2; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;6;8;6;7;6;6;7;5;6;8;8;5;5; ; ; ;1;4;0;30;1;7;1;0;1;7;3;0;2;0;1;2812;201,715492569;5;2200;883,6;0;0;1;1; ;1;2;17;070150019602;07015001960202107;070150019602021071;07015001960202107102;202212
1;70150;019602;021;07;1;03;1;10;5;1;10; ;1;1;3;1; ;5;4;1; ; ;6;1; ;2;2;12;2; ; ; ; ; ; ; ; ; ; ; ; ;11; ;12; ;3; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2; ;2; ;1;100;2; ;2; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;4;2;0; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;2812;201,715492569;3; ;883,6;0;0;0; ; ; ; ; ;070150019602;07015001960202107;070150019602021071;07015001960202107103;202212
